,Customer_ID,Age,Gender,Campaign_Exposure,Transaction_Category,Purchase_Amount,Premium_Product
57,6,32,Male,1,Electronics,13.733873775763238,0
58,6,32,Male,1,Home Essentials,74.31954971362833,1
59,6,32,Male,1,Home Essentials,85.60547084753416,0
60,6,32,Male,1,Clothing,94.61054680243542,0
61,6,32,Male,1,Home Essentials,64.52453022875493,1
62,6,32,Male,1,Clothing,14.080575097734487,0
63,6,32,Male,1,Home Essentials,58.79643430065004,0
64,7,50,Male,0,Electronics,58.73579788048718,0
65,7,50,Male,0,Home Essentials,29.89707490631706,0
66,7,50,Male,0,Electronics,44.70042672955117,0
67,7,50,Male,0,Electronics,24.459007308079062,0
68,7,50,Male,0,Electronics,37.74590941284276,0
69,7,50,Male,0,Clothing,68.24933138806625,1
70,7,50,Male,0,Home Essentials,63.603258935825835,1
71,7,50,Male,0,Electronics,22.09560981127117,0
72,7,50,Male,0,Electronics,35.90029704723869,0
73,7,50,Male,0,Clothing,51.14183969551481,0
74,8,42,Male,0,Home Essentials,54.53048637095745,0
75,8,42,Male,0,Home Essentials,36.74208486908112,0
76,8,42,Male,0,Clothing,59.52914906643185,0
77,8,42,Male,0,Clothing,49.29435558970474,1
78,8,42,Male,0,Home Essentials,-1.53259533721112,0
79,8,42,Male,0,Clothing,38.566593454465995,0
80,9,30,Female,0,Home Essentials,37.995485397788585,0
81,9,30,Female,0,Home Essentials,63.56547400779486,1
82,9,30,Female,0,Electronics,63.92118474356096,0
83,9,30,Female,0,Electronics,16.5579445814424,0
84,9,30,Female,0,Home Essentials,58.76943513993135,1
85,9,30,Female,0,Home Essentials,48.52072309198616,0
86,9,30,Female,0,Home Essentials,52.52848816249474,0
87,9,30,Female,0,Home Essentials,37.72345962612539,1
88,9,30,Female,0,Home Essentials,48.763401544646385,1
89,9,30,Female,0,Home Essentials,73.0065364515668,0
90,10,40,Male,1,Clothing,62.6924582181942,0
91,10,40,Male,1,Home Essentials,58.98175906517055,0
92,10,40,Male,1,Clothing,48.4991190192908,0
93,10,40,Male,1,Clothing,85.25414240985513,0
94,10,40,Male,1,Home Essentials,29.261092399986953,1
95,10,40,Male,1,Home Essentials,40.75272955720997,0
96,10,40,Male,1,Clothing,27.8829268371507,0
97,10,40,Male,1,Clothing,64.81644420120398,0
98,10,40,Male,1,Home Essentials,88.31394255397065,0
99,10,40,Male,1,Home Essentials,52.10890997833324,0
100,10,40,Male,1,Clothing,34.33426716540334,0
101,10,40,Male,1,Clothing,99.2747156089193,1
102,11,30,Female,1,Clothing,70.83079359956159,0
103,11,30,Female,1,Electronics,66.66057944722269,0
104,11,30,Female,1,Clothing,55.435424587847955,0
105,11,30,Female,1,Electronics,76.05634012457955,0
106,11,30,Female,1,Home Essentials,66.28453354268808,0
107,11,30,Female,1,Home Essentials,48.44955771889486,1
108,11,30,Female,1,Clothing,52.46873695649135,1
109,11,30,Female,1,Home Essentials,35.52271677568718,0
110,11,30,Female,1,Home Essentials,32.53043549934006,1
111,11,30,Female,1,Home Essentials,52.88034731767601,0
112,11,30,Female,1,Home Essentials,87.70115741499538,0
113,11,30,Female,1,Electronics,35.180082908127794,0
114,11,30,Female,1,Electronics,80.07288070217784,0
115,11,30,Female,1,Clothing,40.82556351223681,0
116,12,30,Male,0,Clothing,14.267938546046025,0
117,12,30,Male,0,Clothing,60.93199517178152,0
118,12,30,Male,0,Home Essentials,82.57536175149565,0
119,12,30,Male,0,Home Essentials,32.885298394639435,0
120,12,30,Male,0,Electronics,18.602581821996797,0
121,12,30,Male,0,Electronics,59.09829502160044,0
122,12,30,Male,0,Clothing,31.5365160905601,0
123,12,30,Male,0,Electronics,60.73293156941857,0
124,13,37,Male,0,Electronics,73.02959188407684,0
125,13,37,Male,0,Electronics,56.61234991205871,1
126,13,37,Male,0,Electronics,66.19536616690942,0
127,13,37,Male,0,Electronics,66.33224307269401,1
128,13,37,Male,0,Clothing,69.7989342435726,0
129,14,15,Male,0,Clothing,50.90421535114962,1
130,14,15,Male,0,Electronics,65.58152854787309,0
131,14,15,Male,0,Clothing,53.28803492312623,0
132,14,15,Male,0,Home Essentials,57.82640343870452,0
133,14,15,Male,0,Electronics,111.03422639837251,0
134,14,15,Male,0,Home Essentials,54.832010471713325,0
135,14,15,Male,0,Clothing,20.044801343932676,0
136,14,15,Male,0,Clothing,46.05161644964718,0
137,15,17,Female,1,Home Essentials,52.54738186458543,0
138,15,17,Female,1,Clothing,53.64495355788926,1
139,15,17,Female,1,Electronics,82.88261823007117,1
140,15,17,Female,1,Home Essentials,87.13419354393672,0
141,15,17,Female,1,Electronics,57.46475417526247,0
142,15,17,Female,1,Home Essentials,26.595015635545877,0
143,15,17,Female,1,Clothing,62.37829380439458,1
144,15,17,Female,1,Home Essentials,46.95867018970399,1
145,15,17,Female,1,Home Essentials,65.04971313531166,1
146,15,17,Female,1,Electronics,57.09691458744212,0
147,15,17,Female,1,Clothing,89.19258284162608,1
148,15,17,Female,1,Electronics,66.59539311513353,1
149,16,29,Male,1,Clothing,47.03540053868411,0
150,16,29,Male,1,Electronics,26.747226062787668,1
151,16,29,Male,1,Home Essentials,58.847660066438635,0
152,16,29,Male,1,Electronics,58.93350350529072,0
153,16,29,Male,1,Clothing,53.70094203111203,1
154,16,29,Male,1,Clothing,78.60777003368558,0
155,16,29,Male,1,Home Essentials,26.813316215098133,1
156,16,29,Male,1,Clothing,41.698942475050096,0
157,16,29,Male,1,Electronics,61.27002238766723,1
158,16,29,Male,1,Home Essentials,46.57180274508062,0
159,16,29,Male,1,Clothing,51.438978283766076,1
160,16,29,Male,1,Clothing,58.553967171259835,1
161,16,29,Male,1,Electronics,76.46315840192705,0
162,16,29,Male,1,Electronics,57.58623231480652,0
163,17,24,Female,0,Home Essentials,10.606310872963675,0
164,17,24,Female,0,Clothing,37.94405981964573,0
165,17,24,Female,0,Electronics,59.91568550600159,0
166,17,24,Female,0,Home Essentials,65.25347277533109,0
167,17,24,Female,0,Clothing,66.3571575635221,1
168,17,24,Female,0,Clothing,72.02355339924125,0
169,18,38,Female,0,Home Essentials,52.368745541799775,1
170,18,38,Female,0,Home Essentials,55.26329961739294,0
171,18,38,Female,0,Electronics,29.72182907480836,0
172,18,38,Female,0,Clothing,6.5084937443091135,0
173,18,38,Female,0,Clothing,21.648348328442033,1
174,19,25,Female,0,Clothing,35.96324896619123,0
175,19,25,Female,0,Home Essentials,22.805908973383787,0
176,19,25,Female,0,Electronics,44.141461198797145,1
177,19,25,Female,0,Clothing,40.75823478717488,0
178,19,25,Female,0,Home Essentials,68.75654027804114,0
179,19,25,Female,0,Clothing,30.61727024424264,0
180,19,25,Female,0,Electronics,52.81163834367908,0
181,19,25,Female,0,Clothing,41.60464613166319,0
182,19,25,Female,0,Electronics,29.86842867346263,0
183,20,20,Female,1,Electronics,42.5349251047657,0
184,20,20,Female,1,Clothing,10.769767078074125,0
185,20,20,Female,1,Clothing,77.9603238454472,0
186,20,20,Female,1,Electronics,93.65427008995258,0
187,20,20,Female,1,Home Essentials,53.580813191013185,0
188,20,20,Female,1,Electronics,60.697490097463465,1
189,20,20,Female,1,Clothing,52.899411830259375,0
190,20,20,Female,1,Clothing,40.31780924327846,1
191,20,20,Female,1,Home Essentials,76.91766864506103,1
192,20,20,Female,1,Electronics,67.65763980363876,1
193,20,20,Female,1,Electronics,-9.891225105098789,0
194,21,49,Female,0,Electronics,29.307785051817685,0
195,21,49,Female,0,Clothing,8.938775008719482,0
196,21,49,Female,0,Electronics,81.10828690777166,0
197,21,49,Female,0,Home Essentials,46.56342455108521,0
198,21,49,Female,0,Clothing,54.81403123392559,0
199,21,49,Female,0,Clothing,42.93409729839553,0
200,21,49,Female,0,Electronics,72.05393452580174,1
201,21,49,Female,0,Home Essentials,67.21410345188868,0
202,21,49,Female,0,Clothing,45.69041633958969,1
203,21,49,Female,0,Clothing,84.35986111350451,0
204,22,32,Female,1,Electronics,64.44763541358897,0
205,22,32,Female,1,Electronics,24.956998196668277,0
206,22,32,Female,1,Home Essentials,62.40044970032544,0
207,22,32,Female,1,Electronics,72.41857578543086,1
208,22,32,Female,1,Home Essentials,56.80260593884142,0
209,22,32,Female,1,Clothing,50.12440691416891,0
210,22,32,Female,1,Home Essentials,102.34467158951925,1
211,22,32,Female,1,Home Essentials,31.539300990832118,0
212,22,32,Female,1,Home Essentials,-6.329131802638792,1
213,22,32,Female,1,Clothing,98.85729674231628,0
214,22,32,Female,1,Electronics,30.574862493848457,0
215,22,32,Female,1,Clothing,53.12116707604287,0
216,22,32,Female,1,Electronics,50.94162827850601,1
217,23,35,Female,1,Home Essentials,89.56196377676447,0
218,23,35,Female,1,Home Essentials,94.43655311104483,1
219,23,35,Female,1,Home Essentials,28.982989101475376,1
220,23,35,Female,1,Home Essentials,92.5658310764496,1
221,23,35,Female,1,Home Essentials,92.12184758918835,1
222,23,35,Female,1,Electronics,60.46451858219928,0
223,23,35,Female,1,Electronics,82.3810213276766,0
224,23,35,Female,1,Home Essentials,84.78791889467414,0
225,23,35,Female,1,Clothing,53.94173157057841,0
226,23,35,Female,1,Clothing,56.21840261879228,0
227,23,35,Female,1,Home Essentials,74.14387312978613,0
228,23,35,Female,1,Electronics,20.91540080074053,0
229,23,35,Female,1,Clothing,51.508640003649866,0
230,23,35,Female,1,Clothing,31.191390088719636,0
231,23,35,Female,1,Clothing,94.16587687197647,0
232,24,20,Female,0,Home Essentials,42.68834750995346,0
233,24,20,Female,0,Clothing,55.527474461867044,0
234,24,20,Female,0,Clothing,45.631761280549796,0
235,24,20,Female,0,Clothing,44.330318290835336,1
236,24,20,Female,0,Clothing,54.21932575173242,0
237,24,20,Female,0,Electronics,35.387126703957314,1
238,25,29,Female,0,Home Essentials,46.03035297064855,0
239,25,29,Female,0,Home Essentials,45.88314005529824,0
240,25,29,Female,0,Electronics,41.53569400263417,0
241,25,29,Female,0,Electronics,57.82113815490495,0
242,25,29,Female,0,Home Essentials,41.060081359710374,0
243,26,36,Male,0,Clothing,82.22229964823914,0
244,26,36,Male,0,Clothing,62.57928216081055,1
245,26,36,Male,0,Home Essentials,23.01379890517193,1
246,26,36,Male,0,Clothing,61.01755888077243,0
247,26,36,Male,0,Electronics,36.21040604984206,0
248,26,36,Male,0,Clothing,52.71380350810907,0
249,26,36,Male,0,Clothing,35.37609118745302,0
250,27,23,Male,1,Clothing,7.334306702971745,1
251,27,23,Male,1,Home Essentials,59.47839616971854,0
252,27,23,Male,1,Electronics,25.574021787648967,1
253,27,23,Male,1,Clothing,70.07316932955179,0
254,27,23,Male,1,Home Essentials,64.19483581935648,0
255,27,23,Male,1,Clothing,45.50677094542607,1
256,27,23,Male,1,Electronics,103.81288891257572,1
257,27,23,Male,1,Clothing,30.25710078469487,0
258,27,23,Male,1,Electronics,45.015896369852015,0
259,27,23,Male,1,Clothing,33.10340202279004,0
260,27,23,Male,1,Electronics,108.9915847742213,0
261,27,23,Male,1,Clothing,92.45385939950587,1
262,28,38,Male,1,Electronics,25.869075256069657,0
263,28,38,Male,1,Clothing,40.18605500031382,0
264,28,38,Male,1,Clothing,41.000192197077645,0
265,28,38,Male,1,Home Essentials,46.782551573691464,0
266,28,38,Male,1,Home Essentials,34.973264308000445,0
267,28,38,Male,1,Electronics,45.46197511172908,1
268,28,38,Male,1,Clothing,84.11693445743995,0
269,28,38,Male,1,Electronics,106.72589606589571,1
270,28,38,Male,1,Home Essentials,22.934443706941842,0
271,28,38,Male,1,Electronics,35.01342904158689,1
272,28,38,Male,1,Electronics,65.1254266651256,1
273,28,38,Male,1,Home Essentials,22.07266464921478,0
274,28,38,Male,1,Clothing,65.7463685133894,0
275,29,28,Male,1,Electronics,72.9624668911135,0
276,29,28,Male,1,Home Essentials,76.81566120064738,0
277,29,28,Male,1,Clothing,72.29146863590967,1
278,29,28,Male,1,Home Essentials,47.15403486824636,0
279,29,28,Male,1,Electronics,55.639930524799084,0
280,29,28,Male,1,Clothing,31.691337932560906,0
281,29,28,Male,1,Clothing,71.14412771130301,0
282,29,28,Male,1,Home Essentials,98.48064641124292,0
283,29,28,Male,1,Home Essentials,71.09282157761733,0
284,29,28,Male,1,Home Essentials,43.31998234015071,1
285,29,28,Male,1,Clothing,83.87500446478141,0
286,30,32,Male,1,Clothing,116.77552067469446,0
287,30,32,Male,1,Electronics,65.83559451872675,1
288,30,32,Male,1,Clothing,73.30734825251203,0
289,30,32,Male,1,Electronics,76.26482625758504,1
290,30,32,Male,1,Home Essentials,21.4930256195583,1
291,30,32,Male,1,Home Essentials,50.13306785555316,1
292,30,32,Male,1,Clothing,47.66720588326866,0
293,30,32,Male,1,Home Essentials,80.03679957350275,1
294,30,32,Male,1,Home Essentials,77.24086338945797,1
295,30,32,Male,1,Clothing,57.10231817440925,1
296,30,32,Male,1,Electronics,46.226926583790835,0
297,30,32,Male,1,Clothing,19.521696967037194,0
298,30,32,Male,1,Electronics,59.63009931340171,0
299,30,32,Male,1,Clothing,37.09036524530797,0
300,30,32,Male,1,Clothing,34.1159678501253,0
301,31,28,Female,0,Home Essentials,68.52537528245173,0
302,31,28,Female,0,Clothing,66.43839590093567,1
303,31,28,Female,0,Clothing,40.228116838009996,1
304,31,28,Female,0,Electronics,18.61911437384732,0
305,31,28,Female,0,Home Essentials,33.48376839512587,1
306,31,28,Female,0,Electronics,69.86507922654386,1
307,31,28,Female,0,Electronics,59.35437233952483,1
308,31,28,Female,0,Home Essentials,40.563904051552846,0
309,31,28,Female,0,Home Essentials,51.17506353753814,0
310,31,28,Female,0,Home Essentials,8.503561640863602,0
311,32,53,Female,1,Clothing,8.387414711165226,0
312,32,53,Female,1,Home Essentials,107.4510364925054,1
313,32,53,Female,1,Home Essentials,72.15662924015173,0
314,32,53,Female,1,Home Essentials,60.0398895422221,0
315,32,53,Female,1,Electronics,50.47305158380171,0
316,32,53,Female,1,Electronics,17.715984251244606,0
317,32,53,Female,1,Clothing,83.83713905966613,0
318,32,53,Female,1,Electronics,32.714669684870465,1
319,32,53,Female,1,Clothing,76.90038348800358,0
320,32,53,Female,1,Electronics,63.168018373021475,0
321,32,53,Female,1,Home Essentials,58.74973286103631,1
322,32,53,Female,1,Electronics,28.743208342449527,1
323,32,53,Female,1,Clothing,29.062799887857462,0
324,32,53,Female,1,Electronics,69.35842527150211,0
325,32,53,Female,1,Home Essentials,61.90120378608044,0
326,33,34,Female,1,Clothing,61.13200975832109,1
327,33,34,Female,1,Home Essentials,66.86499822032849,0
328,33,34,Female,1,Home Essentials,13.518156236950988,0
329,33,34,Female,1,Clothing,84.36345215857168,0
330,33,34,Female,1,Home Essentials,51.45840622525542,1
331,33,34,Female,1,Home Essentials,88.0714805308905,0
332,33,34,Female,1,Electronics,11.800223885139806,0
333,33,34,Female,1,Home Essentials,73.65662413265832,0
334,33,34,Female,1,Home Essentials,73.42990314706226,0
335,33,34,Female,1,Home Essentials,24.33281583944023,0
336,33,34,Female,1,Home Essentials,44.657853177548716,0
337,33,34,Female,1,Clothing,34.57184649719522,0
338,33,34,Female,1,Electronics,80.71710294012607,1
339,34,24,Female,0,Home Essentials,56.177769657784864,0
340,34,24,Female,0,Home Essentials,81.97697651803507,0
341,34,24,Female,0,Clothing,54.059078685639314,0
342,34,24,Female,0,Home Essentials,64.64488373779116,0
343,34,24,Female,0,Clothing,73.44021482761015,0
344,34,24,Female,0,Electronics,61.08853453015455,0
345,34,24,Female,0,Electronics,42.316335940964414,0
346,34,24,Female,0,Home Essentials,38.594111094769275,0
347,35,43,Female,1,Home Essentials,58.08639773931511,1
348,35,43,Female,1,Home Essentials,79.11801095544216,1
349,35,43,Female,1,Clothing,41.61352651552916,0
350,35,43,Female,1,Home Essentials,75.65168462831275,0
351,35,43,Female,1,Home Essentials,67.74317563944732,0
352,35,43,Female,1,Electronics,29.920653043212443,1
353,35,43,Female,1,Home Essentials,74.48484622057026,0
354,35,43,Female,1,Electronics,63.406104308456456,0
355,35,43,Female,1,Home Essentials,46.78741893143297,0
356,35,43,Female,1,Electronics,63.058285745142456,0
357,35,43,Female,1,Home Essentials,47.72037544118229,0
358,35,43,Female,1,Electronics,65.94412955255464,0
359,35,43,Female,1,Clothing,55.968951128482736,0
360,35,43,Female,1,Electronics,23.28181843176921,0
361,36,22,Female,1,Electronics,56.687145074826226,0
362,36,22,Female,1,Electronics,49.37558650966056,0
363,36,22,Female,1,Home Essentials,75.25407250317107,0
364,36,22,Female,1,Home Essentials,81.11444390269786,0
365,36,22,Female,1,Home Essentials,47.78395771606777,0
366,36,22,Female,1,Clothing,41.054508561941965,0
367,36,22,Female,1,Clothing,19.67630285378494,1
368,36,22,Female,1,Electronics,40.46310904758221,1
369,36,22,Female,1,Clothing,52.24154941458551,0
370,36,22,Female,1,Electronics,27.857679932298858,0
371,36,22,Female,1,Electronics,81.43527821592527,1
372,37,37,Female,1,Electronics,66.29188705057666,0
373,37,37,Female,1,Clothing,57.10999886352242,0
374,37,37,Female,1,Home Essentials,59.59988869451675,1
375,37,37,Female,1,Clothing,67.3450788860427,0
376,37,37,Female,1,Electronics,75.1942794688682,0
377,37,37,Female,1,Electronics,79.41618328433437,0
378,37,37,Female,1,Clothing,52.58085611248606,0
379,37,37,Female,1,Electronics,56.59356127717711,0
380,37,37,Female,1,Electronics,64.15128254265993,0
381,37,37,Female,1,Clothing,55.613728128368834,0
382,37,37,Female,1,Clothing,80.93561798128489,0
383,37,37,Female,1,Clothing,89.45573851531437,0
384,37,37,Female,1,Electronics,68.25775954867588,0
385,38,15,Male,1,Electronics,38.203400608962305,0
386,38,15,Male,1,Home Essentials,72.20162689996981,0
387,38,15,Male,1,Home Essentials,69.20877730105983,0
388,38,15,Male,1,Clothing,36.19099139238008,0
389,38,15,Male,1,Home Essentials,69.18239902388945,0
390,38,15,Male,1,Electronics,46.939427552495715,0
391,38,15,Male,1,Home Essentials,77.90625156185477,0
392,38,15,Male,1,Electronics,72.00649252320001,0
393,38,15,Male,1,Clothing,65.35167693205736,0
394,38,15,Male,1,Clothing,60.92512161334006,0
395,38,15,Male,1,Electronics,8.799070239927858,1
396,38,15,Male,1,Home Essentials,30.857397488223928,0
397,38,15,Male,1,Clothing,56.860770725043096,0
398,38,15,Male,1,Clothing,96.46520514728486,1
399,39,21,Male,1,Home Essentials,73.55234563518671,0
400,39,21,Male,1,Home Essentials,103.53711189741396,1
401,39,21,Male,1,Electronics,61.991692647701825,1
402,39,21,Male,1,Home Essentials,59.25958166819345,0
403,39,21,Male,1,Home Essentials,94.20300447808894,1
404,39,21,Male,1,Home Essentials,56.178856683855635,1
405,39,21,Male,1,Electronics,36.3247222444516,1
406,39,21,Male,1,Electronics,67.60209882281674,0
407,39,21,Male,1,Clothing,86.94033556781746,0
408,39,21,Male,1,Electronics,40.17725968605098,0
409,39,21,Male,1,Clothing,74.13704495227277,0
410,39,21,Male,1,Home Essentials,57.762323792056094,0
411,39,21,Male,1,Clothing,70.83239482960936,0
412,40,36,Male,1,Clothing,67.52481304908237,1
413,40,36,Male,1,Home Essentials,50.056694600740144,0
414,40,36,Male,1,Clothing,57.451491334834984,1
415,40,36,Male,1,Electronics,51.522532158388685,0
416,40,36,Male,1,Electronics,62.84995728095336,0
417,40,36,Male,1,Electronics,39.69366716785052,0
418,40,36,Male,1,Electronics,45.42996154812423,0
419,40,36,Male,1,Clothing,50.06495026753699,1
420,40,36,Male,1,Clothing,69.40086973491334,0
421,40,36,Male,1,Home Essentials,26.0271856970837,0
422,40,36,Male,1,Clothing,57.42888876381763,0
423,40,36,Male,1,Clothing,43.00298405871554,0
424,40,36,Male,1,Clothing,50.12611407156161,0
425,41,42,Male,0,Home Essentials,36.79661604969806,0
426,41,42,Male,0,Electronics,53.89143961832618,0
427,41,42,Male,0,Clothing,46.857734101622,0
428,41,42,Male,0,Home Essentials,64.23220447309176,0
429,41,42,Male,0,Home Essentials,58.03462810833279,1
430,42,36,Female,0,Home Essentials,19.25907831219909,0
431,42,36,Female,0,Electronics,30.800018854093423,0
432,42,36,Female,0,Clothing,46.537854277519756,0
433,42,36,Female,0,Home Essentials,49.141296119938495,0
434,42,36,Female,0,Electronics,32.56438460508353,0
435,42,36,Female,0,Home Essentials,76.07948741029094,1
436,42,36,Female,0,Home Essentials,67.29375481544471,0
437,42,36,Female,0,Home Essentials,17.105183150048873,0
438,42,36,Female,0,Home Essentials,56.9085272071697,0
439,42,36,Female,0,Home Essentials,49.084069265551086,1
440,43,33,Female,1,Electronics,89.85300097371027,0
441,43,33,Female,1,Clothing,22.32278573895283,0
442,43,33,Female,1,Clothing,109.43651546976122,1
443,43,33,Female,1,Clothing,39.76930412160113,0
444,43,33,Female,1,Clothing,69.08464365436859,0
445,43,33,Female,1,Electronics,45.44743255426395,0
446,43,33,Female,1,Electronics,50.97218594973544,0
447,43,33,Female,1,Electronics,19.45396825247421,0
448,43,33,Female,1,Home Essentials,88.7252823339975,0
449,43,33,Female,1,Home Essentials,53.528463546203845,1
450,43,33,Female,1,Home Essentials,55.160210095207766,1
451,43,33,Female,1,Clothing,115.49956573238589,0
452,43,33,Female,1,Home Essentials,83.0266250159181,0
453,43,33,Female,1,Clothing,43.95932937186434,0
454,44,31,Female,0,Home Essentials,37.794881992710465,0
455,44,31,Female,0,Clothing,55.19602421189728,0
456,44,31,Female,0,Home Essentials,65.41459827027546,0
457,44,31,Female,0,Home Essentials,85.04884099616284,0
458,44,31,Female,0,Electronics,17.838012824223547,1
459,44,31,Female,0,Home Essentials,64.54038614708163,0
460,44,31,Female,0,Home Essentials,67.75338622870095,0
461,44,31,Female,0,Electronics,34.2098629732922,0
462,45,20,Male,0,Clothing,42.79480196945437,0
463,45,20,Male,0,Electronics,17.393367108884597,0
464,45,20,Male,0,Electronics,39.982126086975406,0
465,45,20,Male,0,Clothing,54.64188169444884,0
466,45,20,Male,0,Home Essentials,81.88234923044047,0
467,45,20,Male,0,Clothing,83.72730917897303,0
468,45,20,Male,0,Home Essentials,29.414009967712282,1
469,45,20,Male,0,Home Essentials,79.15718359713617,0
470,45,20,Male,0,Clothing,11.013094895783034,0
471,45,20,Male,0,Electronics,38.30140162863435,0
472,46,27,Female,0,Clothing,43.96379785846404,1
473,46,27,Female,0,Home Essentials,55.03578781508695,0
474,46,27,Female,0,Clothing,52.13020681093773,0
475,46,27,Female,0,Clothing,57.31397048436119,0
476,46,27,Female,0,Home Essentials,46.340851489795675,1
477,46,27,Female,0,Electronics,69.19177376758999,0
478,47,30,Female,0,Clothing,63.83671274821435,0
479,47,30,Female,0,Home Essentials,44.20874257105775,1
480,47,30,Female,0,Home Essentials,66.84787380380695,1
481,47,30,Female,0,Clothing,91.36870681042159,1
482,47,30,Female,0,Electronics,36.53483090420662,0
483,47,30,Female,0,Clothing,83.50673031868152,0
484,47,30,Female,0,Electronics,38.330493668000194,0
485,48,45,Female,1,Electronics,93.84782294281194,0
486,48,45,Female,1,Electronics,46.89753599152161,1
487,48,45,Female,1,Electronics,78.37589820375022,1
488,48,45,Female,1,Clothing,64.31119465435125,0
489,48,45,Female,1,Home Essentials,17.153796769826645,0
490,48,45,Female,1,Home Essentials,105.97325693965563,0
491,48,45,Female,1,Home Essentials,38.509152263806875,0
492,48,45,Female,1,Home Essentials,29.529616527437007,0
493,48,45,Female,1,Home Essentials,44.6534692638838,0
494,48,45,Female,1,Home Essentials,120.7499335983148,0
495,48,45,Female,1,Clothing,29.910873898076694,1
496,48,45,Female,1,Electronics,64.27784442440706,0
497,48,45,Female,1,Home Essentials,33.04410416781234,0
498,48,45,Female,1,Clothing,37.15900228404127,1
499,48,45,Female,1,Home Essentials,21.61385834089078,0
500,49,38,Male,1,Home Essentials,67.56403689116209,0
501,49,38,Male,1,Electronics,56.13072357002839,0
502,49,38,Male,1,Electronics,32.847210154241054,1
503,49,38,Male,1,Electronics,80.95688323100259,1
504,49,38,Male,1,Home Essentials,83.48929716498591,1
505,49,38,Male,1,Home Essentials,69.77324659633851,0
506,49,38,Male,1,Home Essentials,88.0960785401793,1
507,49,38,Male,1,Electronics,51.623753616847104,0
508,49,38,Male,1,Clothing,67.73699271802741,0
509,49,38,Male,1,Home Essentials,51.716408225087,1
510,49,38,Male,1,Home Essentials,23.82400516949564,0
511,49,38,Male,1,Home Essentials,65.26191361995258,1
512,49,38,Male,1,Clothing,63.808269752986995,1
513,49,38,Male,1,Home Essentials,59.275336609390635,0
514,50,17,Female,0,Clothing,57.47750780486879,0
515,50,17,Female,0,Home Essentials,78.2380486741972,0
516,50,17,Female,0,Clothing,45.911600368386516,0
517,50,17,Female,0,Home Essentials,30.85662461517548,0
518,50,17,Female,0,Electronics,45.044979810839884,0
