campaign_id,customer_id,response,promotion_type,campaign_date
77,30,No,Free Shipping,2022-04-13
78,31,No,Free Shipping,2022-02-26
79,31,No,Discount,2022-03-30
80,31,No,Discount,2022-04-21
81,32,No,Discount,2022-06-12
82,32,No,Free Shipping,2022-03-27
83,32,Yes,Free Shipping,2022-12-24
84,33,Yes,Discount,2022-03-09
85,33,Yes,Discount,2022-10-11
86,34,No,Buy One Get One,2022-06-14
87,34,No,Free Shipping,2023-02-09
88,34,Yes,Buy One Get One,2023-03-09
89,35,No,Buy One Get One,2023-03-09
90,35,Yes,Discount,2023-03-05
91,36,No,Discount,2024-03-25
92,37,No,Free Shipping,2024-01-02
93,38,No,Buy One Get One,2023-04-12
94,38,Yes,Free Shipping,2023-08-06
95,39,No,Free Shipping,2023-01-01
96,39,No,Discount,2023-01-04
97,39,Yes,Free Shipping,2023-01-18
98,40,Yes,Buy One Get One,2024-03-19
99,41,No,Buy One Get One,2023-02-18
100,41,No,Discount,2023-08-11
101,42,No,Discount,2022-08-03
102,42,Yes,Discount,2023-02-13
103,43,No,Buy One Get One,2023-04-30
104,43,No,Buy One Get One,2023-06-07
105,43,No,Discount,2023-06-14
106,43,No,Free Shipping,2023-05-24
107,44,No,Discount,2020-09-20
108,45,No,Buy One Get One,2023-03-01
109,45,No,Free Shipping,2023-01-03
110,46,No,Discount,2022-01-18
111,46,No,Free Shipping,2022-10-12
112,46,Yes,Discount,2023-05-09
113,47,Yes,Discount,2020-11-10
114,47,No,Discount,2020-12-09
115,47,Yes,Discount,2020-09-07
116,48,No,Buy One Get One,2023-09-03
117,48,No,Discount,2023-08-02
118,48,No,Buy One Get One,2023-08-26
119,49,Yes,Discount,2023-08-15
120,49,No,Free Shipping,2024-01-05
121,50,Yes,Buy One Get One,2021-03-24
122,50,Yes,Discount,2021-03-23
123,50,Yes,Discount,2021-07-22
124,50,No,Buy One Get One,2021-09-21
125,51,Yes,Buy One Get One,2022-09-21
126,51,Yes,Free Shipping,2021-12-30
127,52,Yes,Free Shipping,2024-01-27
128,52,No,Discount,2024-02-21
129,52,No,Buy One Get One,2024-02-21
130,52,Yes,Discount,2024-01-16
131,53,No,Free Shipping,2023-11-30
132,54,No,Discount,2020-04-14
133,54,No,Discount,2020-05-13
134,55,Yes,Buy One Get One,2020-09-24
135,55,Yes,Buy One Get One,2024-05-24
136,55,Yes,Buy One Get One,2022-09-16
137,56,Yes,Buy One Get One,2021-06-04
138,56,Yes,Buy One Get One,2021-11-07
139,57,No,Buy One Get One,2023-12-11
140,57,Yes,Buy One Get One,2023-10-14
141,57,No,Buy One Get One,2023-09-02
142,57,No,Buy One Get One,2023-09-28
143,58,Yes,Buy One Get One,2023-11-23
144,58,No,Discount,2023-10-26
145,58,Yes,Discount,2023-10-17
146,58,No,Buy One Get One,2023-11-22
147,59,Yes,Free Shipping,2024-04-24
148,60,No,Buy One Get One,2022-08-17
149,60,Yes,Free Shipping,2021-02-03
150,61,Yes,Discount,2024-01-21
151,61,Yes,Free Shipping,2024-01-02
152,61,Yes,Buy One Get One,2024-01-08
153,62,No,Free Shipping,2023-11-02
154,62,No,Discount,2023-10-18
155,62,Yes,Buy One Get One,2023-12-16
156,62,Yes,Free Shipping,2023-10-18
157,63,No,Buy One Get One,2024-03-22
158,63,No,Buy One Get One,2024-02-29
159,63,No,Free Shipping,2024-02-18
160,64,No,Discount,2022-06-30
161,64,No,Discount,2022-07-31
162,64,Yes,Buy One Get One,2022-04-24
163,64,Yes,Discount,2022-07-24
164,65,No,Buy One Get One,2022-07-21
165,65,No,Buy One Get One,2022-08-03
166,65,Yes,Buy One Get One,2022-09-14
167,65,No,Discount,2022-09-24
168,66,Yes,Discount,2024-05-18
169,66,Yes,Discount,2024-05-16
170,67,No,Buy One Get One,2020-08-14
171,68,Yes,Discount,2022-02-01
172,68,No,Buy One Get One,2021-11-14
173,68,Yes,Discount,2021-04-21
174,69,No,Free Shipping,2023-09-09
175,69,Yes,Discount,2022-04-03
176,69,No,Buy One Get One,2024-04-29
177,70,No,Buy One Get One,2023-01-20
178,71,Yes,Buy One Get One,2023-09-12
179,71,Yes,Free Shipping,2022-12-16
180,71,Yes,Buy One Get One,2022-09-09
181,72,No,Discount,2022-08-27
182,72,No,Free Shipping,2022-06-22
183,72,No,Discount,2022-11-18
184,73,Yes,Buy One Get One,2020-08-22
185,74,No,Free Shipping,2022-12-20
186,74,No,Buy One Get One,2022-11-30
187,74,No,Buy One Get One,2022-11-30
188,75,No,Free Shipping,2022-03-20
189,76,No,Buy One Get One,2023-03-28
190,76,Yes,Free Shipping,2022-01-29
191,77,Yes,Free Shipping,2024-03-20
192,77,Yes,Free Shipping,2024-03-25
193,77,No,Free Shipping,2024-03-11
194,78,Yes,Discount,2021-01-05
195,78,No,Buy One Get One,2020-09-29
196,79,No,Buy One Get One,2023-03-06
197,79,Yes,Discount,2023-02-18
198,79,Yes,Buy One Get One,2023-01-02
199,80,No,Free Shipping,2022-12-25
200,80,Yes,Buy One Get One,2022-08-13
201,81,Yes,Free Shipping,2023-10-22
202,82,Yes,Discount,2023-07-16
203,82,No,Free Shipping,2023-03-01
204,82,No,Free Shipping,2024-02-27
205,82,Yes,Buy One Get One,2023-09-28
206,83,No,Free Shipping,2022-09-19
207,83,Yes,Free Shipping,2022-10-22
208,84,Yes,Buy One Get One,2021-12-02
209,84,Yes,Discount,2021-04-09
210,84,No,Discount,2021-04-05
211,85,No,Buy One Get One,2021-11-22
212,85,Yes,Buy One Get One,2023-04-15
213,85,No,Free Shipping,2023-07-08
214,86,No,Buy One Get One,2023-02-22
215,86,Yes,Discount,2023-03-17
216,87,Yes,Buy One Get One,2022-02-21
217,87,No,Free Shipping,2022-06-07
218,87,Yes,Buy One Get One,2022-10-03
219,87,Yes,Free Shipping,2023-03-16
220,88,Yes,Free Shipping,2023-02-14
221,88,Yes,Buy One Get One,2023-03-02
222,88,No,Discount,2023-02-15
223,89,No,Free Shipping,2023-05-11
224,89,Yes,Discount,2023-07-22
225,90,No,Buy One Get One,2024-05-27
226,90,Yes,Buy One Get One,2024-05-28
227,91,No,Buy One Get One,2023-10-07
228,91,No,Free Shipping,2023-09-29
229,91,No,Discount,2023-09-18
230,91,No,Buy One Get One,2023-10-13
231,92,No,Discount,2023-08-12
232,93,No,Free Shipping,2023-10-18
233,93,Yes,Buy One Get One,2023-10-12
234,93,No,Discount,2023-10-21
235,94,Yes,Buy One Get One,2023-02-04
236,94,No,Free Shipping,2023-11-23
237,94,Yes,Buy One Get One,2023-09-26
238,94,No,Discount,2023-08-01
239,95,No,Buy One Get One,2022-01-16
240,95,No,Buy One Get One,2023-02-18
241,95,Yes,Discount,2023-01-12
242,96,No,Free Shipping,2022-09-28
243,97,No,Buy One Get One,2020-02-07
244,97,Yes,Buy One Get One,2020-06-22
245,98,Yes,Buy One Get One,2023-06-01
246,98,No,Discount,2022-10-14
247,98,Yes,Buy One Get One,2022-10-31
248,98,No,Discount,2022-09-16
249,99,Yes,Buy One Get One,2021-12-22
250,99,No,Buy One Get One,2022-11-21
251,99,No,Buy One Get One,2022-01-08
252,100,No,Free Shipping,2022-09-28
253,100,Yes,Buy One Get One,2022-10-03
254,100,Yes,Discount,2022-10-22
255,100,Yes,Free Shipping,2022-10-19
256,101,Yes,Discount,2024-03-03
257,102,No,Buy One Get One,2023-09-01
258,102,No,Discount,2023-07-21
259,103,Yes,Free Shipping,2023-05-19
260,103,No,Free Shipping,2023-04-25
261,103,Yes,Discount,2023-06-11
262,104,Yes,Buy One Get One,2022-01-24
263,104,No,Discount,2021-11-26
264,105,No,Buy One Get One,2022-08-31
265,105,No,Buy One Get One,2022-09-30
266,106,Yes,Discount,2022-11-10
267,106,Yes,Discount,2023-06-01
268,107,Yes,Free Shipping,2022-09-28
269,108,Yes,Discount,2023-01-30
270,108,Yes,Free Shipping,2022-09-21
271,108,Yes,Discount,2022-02-08
272,109,No,Buy One Get One,2022-05-24
273,109,Yes,Buy One Get One,2022-08-08
274,109,Yes,Free Shipping,2022-10-05
275,110,No,Free Shipping,2023-04-19
276,110,Yes,Discount,2023-01-14
277,110,No,Buy One Get One,2023-03-17
278,110,No,Free Shipping,2023-12-01
279,111,Yes,Discount,2020-06-23
280,111,Yes,Free Shipping,2020-07-15
281,111,Yes,Free Shipping,2020-06-08
282,111,No,Discount,2020-07-06
283,112,Yes,Discount,2022-03-08
284,112,No,Free Shipping,2021-10-25
285,112,No,Buy One Get One,2023-04-10
286,113,No,Discount,2024-04-22
287,114,No,Buy One Get One,2024-04-11
288,114,No,Discount,2024-02-19
289,114,Yes,Buy One Get One,2024-01-10
290,114,No,Free Shipping,2023-11-27
291,115,No,Free Shipping,2024-04-01
292,115,Yes,Buy One Get One,2024-04-12
293,115,Yes,Free Shipping,2024-03-26
294,115,Yes,Free Shipping,2024-04-02
295,116,No,Buy One Get One,2022-03-05
296,116,No,Buy One Get One,2022-03-19
297,116,Yes,Discount,2022-11-27
298,116,Yes,Buy One Get One,2023-04-24
299,117,No,Discount,2024-03-02
300,117,No,Buy One Get One,2023-03-01
301,117,Yes,Discount,2023-05-12
302,117,Yes,Discount,2023-08-01
303,118,Yes,Buy One Get One,2023-09-28
304,118,No,Buy One Get One,2023-09-02
305,118,No,Buy One Get One,2023-09-01
306,118,No,Free Shipping,2023-07-27
307,119,Yes,Discount,2023-03-20
308,119,Yes,Free Shipping,2023-07-09
309,119,Yes,Buy One Get One,2023-09-29
310,119,No,Discount,2023-12-03
311,120,No,Discount,2021-07-08
312,120,Yes,Buy One Get One,2021-01-22
313,120,No,Discount,2022-12-14
314,120,No,Discount,2022-10-06
315,121,No,Discount,2023-04-30
316,121,No,Discount,2023-04-24
317,121,No,Buy One Get One,2023-04-30
318,122,No,Discount,2023-08-08
319,122,Yes,Buy One Get One,2023-05-22
320,123,No,Discount,2023-05-29
321,123,No,Free Shipping,2023-08-02
322,123,No,Free Shipping,2023-08-14
323,123,No,Buy One Get One,2023-08-18
324,124,Yes,Buy One Get One,2023-05-21
325,124,No,Buy One Get One,2023-04-04
326,124,No,Discount,2023-05-22
327,124,Yes,Buy One Get One,2023-09-12
328,125,No,Free Shipping,2023-01-11
329,125,Yes,Free Shipping,2023-03-01
330,125,Yes,Free Shipping,2022-11-22
331,125,Yes,Buy One Get One,2023-06-09
332,126,No,Free Shipping,2020-07-09
333,126,Yes,Buy One Get One,2022-03-16
334,127,Yes,Discount,2023-02-23
335,127,No,Free Shipping,2023-12-18
336,128,Yes,Buy One Get One,2020-09-10
337,128,Yes,Buy One Get One,2020-01-26
338,128,Yes,Discount,2021-01-19
339,128,No,Free Shipping,2020-02-04
340,129,Yes,Free Shipping,2021-03-11
341,129,Yes,Buy One Get One,2021-09-19
342,129,Yes,Buy One Get One,2021-05-04
343,130,Yes,Buy One Get One,2024-01-02
344,130,Yes,Free Shipping,2023-12-22
345,130,No,Buy One Get One,2023-06-03
346,131,Yes,Buy One Get One,2024-01-27
347,132,Yes,Free Shipping,2021-10-11
348,133,No,Buy One Get One,2022-09-30
349,133,No,Buy One Get One,2023-03-29
350,133,No,Buy One Get One,2023-07-30
351,134,Yes,Buy One Get One,2021-07-29
352,134,Yes,Free Shipping,2021-01-17
353,134,Yes,Buy One Get One,2021-03-15
354,135,Yes,Buy One Get One,2021-03-28
355,135,Yes,Free Shipping,2020-08-07
356,136,Yes,Discount,2020-06-16
357,136,No,Buy One Get One,2021-12-31
358,136,Yes,Free Shipping,2021-09-20
359,137,No,Buy One Get One,2024-02-20
360,137,Yes,Buy One Get One,2023-11-11
361,137,Yes,Discount,2023-11-10
362,138,Yes,Discount,2024-05-08
363,138,Yes,Buy One Get One,2024-05-16
364,138,Yes,Buy One Get One,2024-05-09
365,139,Yes,Discount,2021-02-03
366,139,No,Buy One Get One,2022-03-10
367,139,No,Buy One Get One,2022-01-14
368,140,Yes,Free Shipping,2022-03-29
369,140,No,Discount,2022-03-04
370,141,No,Free Shipping,2022-02-23
371,141,Yes,Buy One Get One,2021-08-13
372,142,Yes,Buy One Get One,2021-01-21
373,142,No,Buy One Get One,2022-11-29
374,143,No,Free Shipping,2022-02-23
375,143,No,Buy One Get One,2022-04-07
376,143,Yes,Buy One Get One,2022-09-15
377,144,No,Discount,2023-08-24
378,145,No,Free Shipping,2023-08-20
379,145,No,Free Shipping,2023-06-26
380,145,Yes,Free Shipping,2023-07-13
381,145,No,Discount,2023-09-22
382,146,No,Discount,2024-03-10
383,146,No,Buy One Get One,2024-03-09
384,147,Yes,Free Shipping,2024-04-14
385,148,No,Discount,2023-04-12
386,148,No,Buy One Get One,2022-06-20
387,148,No,Buy One Get One,2022-08-28
388,149,No,Buy One Get One,2024-02-10
389,150,Yes,Buy One Get One,2024-03-06
390,150,Yes,Buy One Get One,2024-01-01
391,151,Yes,Free Shipping,2021-12-04
392,151,No,Free Shipping,2022-05-21
393,151,No,Discount,2022-03-24
394,152,Yes,Discount,2020-11-06
395,152,Yes,Buy One Get One,2021-08-27
396,153,Yes,Buy One Get One,2023-07-02
397,153,Yes,Discount,2023-06-05
398,153,Yes,Discount,2023-10-31
399,154,Yes,Free Shipping,2023-11-07
400,154,No,Free Shipping,2023-10-16
401,154,No,Free Shipping,2023-10-31
402,154,Yes,Buy One Get One,2023-11-03
403,155,No,Buy One Get One,2023-08-22
404,155,No,Free Shipping,2023-08-09
405,156,No,Buy One Get One,2023-07-02
406,156,Yes,Discount,2023-07-02
407,157,Yes,Discount,2022-10-14
408,157,Yes,Buy One Get One,2022-12-04
409,157,Yes,Free Shipping,2022-12-03
410,157,No,Buy One Get One,2022-09-17
411,158,No,Discount,2023-10-02
412,158,No,Free Shipping,2023-09-08
413,159,No,Free Shipping,2023-04-05
414,160,No,Buy One Get One,2020-12-11
415,160,No,Free Shipping,2020-05-29
416,160,Yes,Buy One Get One,2020-09-12
417,160,No,Discount,2022-11-15
418,161,Yes,Discount,2023-05-09
419,161,No,Discount,2023-05-02
420,162,Yes,Free Shipping,2023-09-05
421,162,Yes,Discount,2023-07-07
422,162,Yes,Discount,2023-05-02
423,162,Yes,Buy One Get One,2023-01-28
424,163,No,Free Shipping,2022-03-26
425,163,No,Buy One Get One,2022-12-09
426,163,Yes,Discount,2023-04-28
427,164,No,Free Shipping,2021-11-05
428,164,No,Buy One Get One,2021-11-02
429,165,Yes,Free Shipping,2023-06-12
430,165,Yes,Discount,2023-06-13
431,165,Yes,Buy One Get One,2023-06-18
432,166,No,Buy One Get One,2022-07-19
433,166,Yes,Discount,2022-06-12
434,167,Yes,Discount,2023-12-21
435,167,Yes,Buy One Get One,2023-09-25
436,168,Yes,Free Shipping,2023-09-12
437,168,No,Buy One Get One,2023-09-09
438,168,Yes,Free Shipping,2023-09-17
439,168,No,Free Shipping,2023-09-23
440,169,Yes,Free Shipping,2023-07-05
441,169,Yes,Free Shipping,2023-08-16
442,169,No,Free Shipping,2023-08-20
443,169,No,Free Shipping,2023-07-08
444,170,Yes,Buy One Get One,2023-03-13
445,170,No,Free Shipping,2023-02-13
446,171,No,Discount,2020-10-13
447,172,Yes,Free Shipping,2021-12-25
448,172,Yes,Discount,2022-02-25
449,173,Yes,Free Shipping,2023-06-28
450,174,No,Discount,2023-05-23
451,174,Yes,Buy One Get One,2023-04-30
452,174,Yes,Discount,2023-07-07
453,175,Yes,Discount,2021-12-02
454,175,No,Discount,2020-12-08
455,175,Yes,Free Shipping,2020-10-17
456,176,No,Free Shipping,2023-04-13
457,177,No,Buy One Get One,2020-05-24
458,177,No,Free Shipping,2020-11-23
459,177,No,Free Shipping,2020-07-03
460,177,No,Discount,2020-02-21
461,178,No,Buy One Get One,2022-11-08
462,178,No,Free Shipping,2022-09-12
463,179,Yes,Discount,2021-09-26
464,179,Yes,Discount,2023-09-21
465,179,No,Buy One Get One,2022-08-24
466,180,Yes,Discount,2022-11-03
467,180,Yes,Free Shipping,2022-10-09
468,181,No,Free Shipping,2023-03-01
469,182,No,Discount,2022-10-11
470,182,No,Discount,2022-11-14
471,182,Yes,Free Shipping,2022-03-04
472,182,Yes,Buy One Get One,2022-07-12
473,183,Yes,Buy One Get One,2023-04-03
474,183,No,Buy One Get One,2023-04-20
475,183,No,Free Shipping,2023-03-25
476,184,No,Discount,2022-12-16
477,184,Yes,Discount,2023-09-24
478,185,No,Free Shipping,2022-03-05
479,186,Yes,Free Shipping,2023-02-20
480,186,Yes,Free Shipping,2021-11-04
481,186,No,Discount,2022-04-01
482,186,Yes,Buy One Get One,2023-03-23
483,187,No,Free Shipping,2021-06-10
484,188,Yes,Free Shipping,2022-12-18
485,188,No,Discount,2023-05-27
486,188,Yes,Buy One Get One,2023-02-17
487,188,No,Discount,2023-04-06
488,189,Yes,Free Shipping,2022-07-15
489,189,No,Free Shipping,2022-07-21
490,190,Yes,Buy One Get One,2020-06-05
491,191,Yes,Free Shipping,2024-01-07
492,191,Yes,Discount,2024-03-25
493,191,No,Free Shipping,2023-09-28
494,191,No,Free Shipping,2024-03-04
495,192,Yes,Free Shipping,2022-07-27
496,192,No,Buy One Get One,2022-07-11
497,192,No,Buy One Get One,2022-11-02
498,192,Yes,Buy One Get One,2023-03-01
499,193,No,Buy One Get One,2023-10-03
500,194,No,Buy One Get One,2024-05-07
501,194,No,Free Shipping,2024-04-22
502,195,Yes,Buy One Get One,2021-03-03
503,195,Yes,Buy One Get One,2021-07-14
504,195,Yes,Buy One Get One,2023-01-01
505,196,No,Free Shipping,2021-08-31
506,196,No,Free Shipping,2021-05-01
507,196,Yes,Discount,2021-08-30
508,197,Yes,Free Shipping,2021-08-22
509,197,No,Buy One Get One,2021-11-23
510,197,No,Free Shipping,2020-09-07
511,198,No,Discount,2020-05-18
512,199,No,Free Shipping,2020-04-15
513,199,Yes,Free Shipping,2020-04-23
514,199,No,Discount,2020-03-25
515,199,Yes,Free Shipping,2020-05-22
516,200,Yes,Free Shipping,2024-05-17
517,200,Yes,Free Shipping,2024-05-02
518,200,No,Discount,2024-04-06
519,201,Yes,Buy One Get One,2023-04-23
520,201,Yes,Free Shipping,2023-09-10
521,201,No,Discount,2023-05-19
522,202,Yes,Free Shipping,2023-12-12
523,203,No,Free Shipping,2021-11-04
524,203,No,Buy One Get One,2021-11-29
525,203,Yes,Buy One Get One,2022-02-15
526,204,Yes,Free Shipping,2021-04-27
527,204,No,Free Shipping,2021-12-10
528,204,Yes,Free Shipping,2021-05-02
529,204,Yes,Discount,2021-11-10
530,205,No,Discount,2020-08-10
531,206,No,Buy One Get One,2020-10-29
532,207,Yes,Discount,2024-03-01
533,208,Yes,Free Shipping,2022-11-23
534,209,Yes,Free Shipping,2021-01-06
535,209,No,Buy One Get One,2021-05-15
536,210,No,Buy One Get One,2023-11-08
537,210,Yes,Free Shipping,2023-01-10
538,210,Yes,Discount,2021-09-16
539,211,No,Buy One Get One,2022-11-07
540,211,No,Discount,2022-11-20
541,211,Yes,Buy One Get One,2022-10-20
542,211,No,Discount,2022-12-10
543,212,No,Free Shipping,2021-08-30
544,212,Yes,Free Shipping,2023-03-03
545,212,Yes,Discount,2022-02-17
546,213,Yes,Buy One Get One,2021-11-17
547,213,Yes,Discount,2021-11-21
548,213,Yes,Buy One Get One,2022-07-17
549,214,Yes,Discount,2022-07-23
550,214,Yes,Buy One Get One,2022-07-10
551,215,Yes,Buy One Get One,2023-04-06
552,215,No,Buy One Get One,2023-09-07
553,216,No,Buy One Get One,2024-05-25
554,217,No,Free Shipping,2023-01-18
555,217,No,Buy One Get One,2023-01-27
556,217,No,Free Shipping,2023-01-12
557,217,No,Buy One Get One,2023-01-12
558,218,Yes,Discount,2020-09-30
559,219,No,Discount,2023-11-15
560,219,No,Buy One Get One,2023-10-12
561,219,No,Discount,2023-12-22
562,220,Yes,Buy One Get One,2022-11-25
563,220,Yes,Free Shipping,2021-10-29
564,220,Yes,Discount,2023-06-20
565,220,No,Discount,2021-12-18
566,221,Yes,Buy One Get One,2023-12-10
567,221,Yes,Buy One Get One,2023-12-06
568,221,No,Discount,2023-12-14
569,221,No,Buy One Get One,2023-12-14
570,222,No,Free Shipping,2022-08-04
571,222,Yes,Free Shipping,2022-10-06
572,223,Yes,Free Shipping,2022-08-21
573,223,Yes,Free Shipping,2022-06-02
574,223,No,Discount,2021-11-20
575,223,No,Discount,2022-10-31
576,224,No,Discount,2023-07-07
577,225,Yes,Discount,2024-05-09
578,225,No,Discount,2024-04-30
579,226,Yes,Free Shipping,2021-09-28
580,226,Yes,Buy One Get One,2021-11-02
581,226,No,Discount,2021-10-16
582,226,No,Discount,2022-02-02
583,227,No,Discount,2023-02-08
584,227,No,Discount,2023-05-02
585,228,No,Free Shipping,2022-02-24
586,228,No,Free Shipping,2022-02-25
587,229,Yes,Buy One Get One,2022-07-26
588,230,Yes,Free Shipping,2021-12-23
589,231,No,Buy One Get One,2024-03-22
590,232,Yes,Free Shipping,2022-11-16
591,232,No,Discount,2023-01-16
592,233,Yes,Buy One Get One,2021-01-01
593,233,No,Free Shipping,2021-05-17
594,233,No,Free Shipping,2021-02-25
595,233,Yes,Free Shipping,2020-12-31
596,234,No,Discount,2023-11-18
597,234,No,Free Shipping,2023-12-23
598,234,Yes,Free Shipping,2023-12-13
599,234,Yes,Free Shipping,2023-12-20
600,235,Yes,Free Shipping,2023-02-27
601,235,Yes,Buy One Get One,2023-03-02
602,236,Yes,Free Shipping,2024-05-05
603,236,No,Buy One Get One,2024-05-11
604,236,No,Free Shipping,2024-05-13
605,237,Yes,Free Shipping,2023-01-23
606,238,No,Free Shipping,2023-06-29
607,239,Yes,Discount,2024-05-04
608,239,Yes,Discount,2023-04-22
609,239,Yes,Discount,2023-02-12
610,239,Yes,Free Shipping,2024-02-13
611,240,No,Free Shipping,2023-12-31
612,240,Yes,Discount,2024-01-04
613,241,Yes,Free Shipping,2023-05-13
614,241,Yes,Buy One Get One,2023-05-25
615,241,Yes,Buy One Get One,2023-06-22
616,241,Yes,Discount,2023-06-09
617,242,Yes,Free Shipping,2022-01-25
618,242,No,Free Shipping,2022-01-26
619,242,No,Free Shipping,2022-01-24
620,243,No,Free Shipping,2024-05-07
621,243,Yes,Buy One Get One,2024-05-07
622,244,No,Free Shipping,2024-02-20
623,244,Yes,Buy One Get One,2023-12-29
624,244,No,Buy One Get One,2024-01-10
625,245,No,Free Shipping,2023-04-19
626,245,Yes,Buy One Get One,2022-12-15
627,246,No,Buy One Get One,2024-03-23
628,246,Yes,Discount,2024-04-05
629,247,No,Buy One Get One,2022-07-02
630,248,Yes,Discount,2022-09-01
631,248,No,Free Shipping,2022-09-02
632,249,No,Free Shipping,2021-09-25
633,250,No,Buy One Get One,2023-04-03
634,250,No,Discount,2023-02-04
635,251,Yes,Free Shipping,2021-06-05
636,252,No,Free Shipping,2021-12-27
637,253,Yes,Free Shipping,2023-02-14
638,253,Yes,Buy One Get One,2023-07-10
639,253,Yes,Discount,2023-09-07
640,253,No,Buy One Get One,2023-01-30
641,254,Yes,Discount,2024-02-15
642,254,Yes,Buy One Get One,2023-12-11
643,255,Yes,Free Shipping,2020-02-05
644,256,No,Buy One Get One,2021-10-07
645,257,Yes,Buy One Get One,2022-01-08
646,257,No,Discount,2022-08-24
647,257,No,Discount,2023-09-02
648,257,Yes,Buy One Get One,2023-02-12
649,258,No,Free Shipping,2021-12-30
650,258,Yes,Free Shipping,2023-09-25
651,259,Yes,Buy One Get One,2023-01-22
652,259,Yes,Buy One Get One,2021-08-28
653,260,Yes,Discount,2023-02-22
654,260,No,Free Shipping,2022-12-19
655,260,No,Discount,2022-10-28
656,261,Yes,Buy One Get One,2023-05-03
657,261,No,Free Shipping,2022-07-04
658,261,No,Free Shipping,2023-04-05
659,262,Yes,Free Shipping,2022-03-28
660,262,Yes,Free Shipping,2020-09-21
661,263,No,Free Shipping,2023-10-27
662,263,No,Buy One Get One,2023-11-12
663,264,Yes,Discount,2023-03-05
664,264,Yes,Buy One Get One,2023-06-29
665,264,No,Free Shipping,2024-01-19
666,264,No,Free Shipping,2023-06-14
667,265,No,Free Shipping,2022-04-03
668,265,Yes,Free Shipping,2021-11-06
669,265,Yes,Buy One Get One,2022-01-08
670,266,Yes,Buy One Get One,2023-09-09
671,266,No,Discount,2023-09-09
672,266,No,Buy One Get One,2023-10-03
673,267,No,Buy One Get One,2021-08-24
674,268,Yes,Discount,2023-08-02
675,268,No,Free Shipping,2023-07-23
676,268,No,Buy One Get One,2023-04-29
677,268,No,Discount,2023-11-08
678,269,No,Free Shipping,2024-02-03
679,270,No,Buy One Get One,2023-06-27
680,270,No,Free Shipping,2023-07-24
681,270,No,Buy One Get One,2023-07-09
