customer_id,join_date,last_purchase_date,age,gender,location
97,2020-01-12,2020-08-24,47.0,Male,Lake Katieborough
98,2022-09-03,2023-08-22,65.0,Female,Kevinmouth
99,2021-07-20,2024-02-13,32.0,Female,Georgeberg
100,2022-08-29,2023-01-01,,Male,Andrewton
101,2024-02-29,2024-03-07,46.0,Male,Johnville
102,2023-06-17,2023-09-17,,Female,Williamston
103,2022-11-03,2023-06-24,61.0,Male,Youngton
104,2021-06-06,2023-11-12,35.0,Female,New Michael
105,2022-08-27,2022-11-04,66.0,Female,Lake Wendy
106,2022-10-17,2023-08-13,61.0,Male,Reidborough
107,2022-09-23,2022-11-02,64.0,Male,Grayhaven
108,2022-01-23,2023-02-27,29.0,Male,Chapmanchester
109,2022-04-28,2022-10-27,61.0,Male,New Elizabeth
110,2021-10-21,2024-03-30,58.0,Female,West Elizabethfort
111,2020-06-05,2020-07-16,34.0,Female,Reynoldsmouth
112,2021-08-03,2023-06-24,,,Anneville
113,2024-03-17,2024-05-27,49.0,Female,Lake Ericchester
114,2023-10-14,2024-04-18,28.0,Male,Port Joshuafort
115,2024-03-20,2024-05-05,27.0,Male,North Brian
116,2021-08-11,2023-06-07,68.0,Male,Allenshire
117,2023-01-14,2024-04-06,26.0,Female,North Christopher
118,2023-07-26,2023-10-30,54.0,Female,Sheenafurt
119,2022-09-24,2024-02-21,68.0,Female,Jamesmouth
120,2020-06-24,2023-05-12,35.0,Male,Robertbury
121,2023-01-27,2023-05-05,64.0,Male,Jesusbury
122,2023-02-18,2024-01-06,,Male,North Hannahton
123,2023-03-06,2024-05-02,47.0,Male,North Kimberlyfurt
124,2022-11-23,2023-10-14,34.0,Female,Thompsonbury
125,2022-08-03,2024-01-08,,Female,Ritaland
126,2020-06-28,2024-01-27,50.0,Male,Port Timothy
127,2023-02-06,2024-05-31,54.0,Female,Port Terri
128,2020-01-18,2021-04-29,66.0,Male,West Erin
129,2020-08-17,2022-04-03,,Female,Escobarfort
130,2023-04-03,2024-04-01,47.0,Male,Waltersburgh
131,2020-07-02,2024-03-02,64.0,Male,Jacksonstad
132,2021-07-09,2024-04-30,54.0,Male,Port Kristinamouth
133,2022-08-22,2024-01-15,65.0,Male,North Kevin
134,2021-01-01,2021-09-06,33.0,,Thomasville
135,2020-07-27,2021-06-26,68.0,Male,Port Susan
136,2020-05-19,2022-01-30,63.0,Male,South Denise
137,2023-08-10,2024-04-07,25.0,Female,Ronaldhaven
138,2024-05-08,2024-05-18,18.0,Female,New Jane
139,2020-06-23,2023-09-20,55.0,Male,Kaylaberg
140,2022-02-11,2022-06-06,24.0,Male,Jillfort
141,2021-05-01,2022-03-05,,Male,New Cassie
142,2020-07-29,2023-08-02,66.0,Male,Michelleport
143,2021-05-30,2022-10-19,21.0,Male,Haysstad
144,2023-07-03,2023-12-18,67.0,Male,West Kathryn
145,2023-06-16,2024-03-24,21.0,Male,Wilsonmouth
146,2024-02-19,2024-03-15,60.0,Female,Anneton
147,2024-04-10,2024-04-15,,Male,South Amanda
148,2022-03-04,2024-04-13,22.0,Male,Jeremyberg
149,2023-08-12,2024-05-30,,Male,New Andrewstad
150,2023-12-03,2024-04-01,62.0,Male,Port Manuelstad
151,2021-01-07,2022-09-19,21.0,Female,South Andrew
152,2020-02-13,2022-12-18,49.0,Female,Port Melissa
153,2022-05-06,2023-11-23,59.0,Male,Hamiltonbury
154,2023-10-14,2023-11-11,51.0,Female,North Michael
155,2023-06-17,2023-12-29,24.0,Female,West Kimberly
156,2023-07-02,2023-07-04,,Male,Jennyland
157,2022-08-14,2022-12-09,,Female,Perezborough
158,2023-08-21,2024-01-28,60.0,Female,Burnston
159,2022-03-27,2023-08-20,53.0,Female,Victorchester
160,2020-04-12,2023-03-10,39.0,Female,West John
161,2022-05-12,2023-07-06,52.0,Male,West Jenniferborough
162,2022-11-06,2023-12-25,67.0,Female,Stonemouth
163,2021-06-09,2024-02-20,48.0,Male,Oneillview
164,2021-10-27,2021-11-21,60.0,Male,Port Stephenland
165,2023-06-09,2023-06-23,39.0,Female,North Joseph
166,2022-05-26,2022-07-21,53.0,Female,New Janice
167,2023-08-26,2024-02-03,54.0,Male,Crawfordberg
168,2023-08-26,2023-11-06,67.0,Female,West Justinbury
169,2023-06-13,2023-09-18,43.0,Male,East Virginia
170,2020-04-05,2023-07-22,55.0,Female,Chelseaview
171,2020-09-11,2020-12-20,,Female,Jerryhaven
172,2021-10-02,2022-06-03,33.0,Female,North Kellyfort
173,2023-03-30,2023-09-20,41.0,Female,West Theresachester
174,2023-04-30,2023-11-19,30.0,,Coopermouth
175,2020-10-09,2022-08-09,18.0,Female,North Paul
176,2021-05-07,2023-06-21,43.0,Female,Lake Christina
177,2020-01-14,2021-01-28,63.0,Male,East James
178,2021-10-01,2023-02-12,52.0,Male,Port Heather
179,2020-08-22,2023-11-12,31.0,Female,Owensberg
180,2022-05-28,2023-10-13,35.0,Female,Lake Jeremyport
181,2022-11-19,2023-03-20,60.0,Female,West Kathleenland
182,2022-02-14,2023-01-22,22.0,Male,North Betty
183,2023-03-09,2023-05-15,65.0,Male,Evanston
184,2021-09-18,2023-10-09,,Female,Lake Deanside
185,2021-11-03,2022-03-15,31.0,,Port Christina
186,2021-10-05,2023-09-25,35.0,Male,Brandonport
187,2020-10-22,2021-07-04,22.0,,West Williamtown
188,2022-11-10,2023-05-28,45.0,Female,Jessicashire
189,2022-01-21,2023-02-20,53.0,Male,Allenview
190,2020-03-20,2021-03-18,66.0,Male,Port Tyler
191,2023-08-19,2024-04-14,,Male,Jaredchester
192,2022-03-02,2023-03-22,,Female,South Stephanieborough
193,2023-06-12,2023-12-31,42.0,Male,Johnsonfort
194,2024-04-22,2024-05-13,42.0,Female,Parkfurt
195,2020-04-03,2023-05-04,37.0,Male,Bullockburgh
196,2021-02-19,2022-07-08,44.0,Male,Maxwellmouth
197,2020-09-04,2022-07-24,30.0,Male,Jenningsfort
198,2020-04-24,2020-05-24,35.0,Female,Feliciashire
199,2020-03-04,2020-07-17,20.0,Female,North Johnfurt
200,2024-04-02,2024-05-27,38.0,Female,Johnville
201,2023-04-12,2023-09-27,26.0,Female,Port Jason
202,2023-11-17,2024-04-05,32.0,Female,Andersonhaven
203,2021-10-09,2022-04-16,58.0,Female,Colemanhaven
204,2020-12-28,2021-12-15,67.0,Male,East Adam
205,2020-04-10,2021-02-07,,Male,West David
206,2020-03-16,2024-05-22,56.0,Female,Port Phillipville
207,2024-02-23,2024-03-17,24.0,,Greenland
208,2022-11-19,2023-02-14,52.0,Male,Williamside
209,2020-12-15,2021-06-11,,Male,Kevinview
210,2021-04-10,2024-01-19,47.0,Male,Smithhaven
211,2022-09-18,2023-01-06,38.0,Male,South John
212,2020-11-05,2024-01-19,43.0,Female,Lake Cheryl
213,2021-06-10,2023-01-17,19.0,Female,Port David
214,2022-04-02,2022-08-26,25.0,Male,Johnsonstad
215,2023-02-23,2024-04-04,36.0,Female,East Lisatown
216,2024-05-19,2024-05-30,22.0,Female,South Charlesbury
217,2022-12-14,2023-02-05,39.0,Female,East Ryan
218,2020-05-17,2021-01-07,69.0,Female,Lake Christopher
219,2023-09-20,2024-01-04,26.0,Male,Carolynborough
220,2021-04-19,2023-11-17,63.0,Male,East Victoriaberg
221,2023-12-06,2023-12-18,23.0,Female,Scottmouth
222,2022-07-16,2022-10-29,36.0,Male,Randymouth
223,2021-06-30,2023-04-29,34.0,Female,South Harold
224,2023-03-01,2023-09-13,69.0,Male,North Janice
225,2024-03-25,2024-05-15,58.0,,Lake Tammy
226,2021-06-11,2022-03-02,20.0,Female,Port Marcus
227,2022-10-16,2023-09-05,65.0,Male,Bridgetland
228,2022-02-24,2022-02-28,,Female,Taylormouth
229,2021-06-16,2022-08-17,,Female,North Sheriville
230,2021-02-05,2022-01-28,18.0,Female,Matthewberg
231,2024-01-31,2024-05-20,65.0,,East Randy
232,2022-09-28,2023-02-26,32.0,,East Williamhaven
233,2020-12-26,2021-06-12,23.0,Female,Ibarrashire
234,2023-11-04,2024-01-31,27.0,Female,Ericville
235,2023-02-25,2023-03-27,63.0,Male,South Danielle
236,2024-04-27,2024-05-16,47.0,Male,New John
237,2022-12-15,2023-05-10,27.0,Female,Abigailborough
238,2023-06-13,2024-02-03,29.0,Male,West Angela
239,2023-02-10,2024-05-24,,Male,Whiteport
240,2023-12-19,2024-01-13,,Male,Nicholeville
241,2023-04-23,2023-07-05,52.0,Male,West Glenn
242,2022-01-24,2022-01-27,23.0,Female,Tammyview
243,2024-04-28,2024-05-09,59.0,Male,Tylerport
244,2023-12-23,2024-03-11,69.0,Male,West Taylorhaven
245,2022-11-11,2024-04-27,54.0,Male,South James
246,2024-03-13,2024-04-08,23.0,Male,West Ryanberg
247,2020-11-24,2024-04-06,20.0,Male,North Katherineberg
248,2022-08-30,2022-09-03,67.0,Male,East Robertoview
249,2020-07-09,2022-01-23,37.0,Male,Brianhaven
250,2022-09-03,2023-04-07,60.0,Male,Emilyton
251,2021-05-27,2021-09-09,41.0,Female,Lake Williamfurt
252,2020-10-04,2022-09-05,55.0,Female,Jonathanfurt
253,2023-01-15,2023-10-07,,Female,Brownbury
254,2023-11-16,2024-03-06,40.0,Female,Reedton
255,2020-01-19,2020-02-28,32.0,Female,Johnsonmouth
256,2021-09-02,2022-03-29,49.0,Female,Haynesberg
257,2021-10-25,2024-01-09,32.0,Male,North Aaron
258,2020-06-16,2023-11-16,21.0,Male,Gonzalezhaven
259,2020-09-05,2023-05-11,39.0,Male,New Randy
260,2022-09-24,2023-05-07,66.0,Female,Tracifurt
261,2020-05-15,2024-04-09,58.0,,Lake Melanie
262,2020-06-29,2023-05-25,69.0,Female,South Emily
263,2023-07-29,2023-12-06,24.0,Male,New Timothyberg
264,2023-01-29,2024-01-29,,Male,South George
265,2021-11-05,2022-04-04,69.0,Male,West Sharon
266,2023-08-13,2023-10-13,35.0,Female,Conwayville
267,2021-08-05,2021-11-08,63.0,Male,Andersonbury
268,2023-04-19,2023-12-29,29.0,Male,Markview
269,2023-12-23,2024-02-18,30.0,Female,Hollyfort
270,2023-06-25,2023-08-15,69.0,Male,East Krystalton
271,2024-04-29,2024-05-26,64.0,Male,Williamsmouth
272,2020-04-20,2023-10-18,50.0,Female,Colleenland
273,2021-09-18,2022-06-21,66.0,Female,Lake Kelsey
274,2023-10-04,2024-02-10,38.0,,Port Andrea
275,2020-05-04,2021-07-16,39.0,Female,West Kayla
276,2021-07-29,2023-11-16,45.0,Male,Quinnton
277,2023-05-06,2024-03-29,23.0,Female,Brianport
278,2021-10-21,2023-09-27,36.0,Male,South Vincent
279,2022-11-19,2024-01-07,53.0,Female,Martinezberg
280,2023-02-04,2024-02-21,18.0,Female,West Angelica
281,2020-06-07,2023-03-21,,Female,West Glenda
282,2023-05-04,2023-10-31,49.0,Male,South Tomshire
283,2021-03-14,2023-02-25,22.0,Female,Port Tyrone
284,2023-01-25,2023-11-30,46.0,Male,Allisonland
285,2022-01-08,2023-11-01,39.0,Female,West Jeffreyborough
286,2024-05-23,2024-05-28,29.0,Male,Trevorbury
287,2021-03-23,2021-05-15,36.0,Male,South Andreaside
288,2023-06-21,2023-09-01,,Male,Lancemouth
289,2021-08-17,2023-02-23,,Female,North Kayla
290,2020-02-16,2022-09-18,30.0,Female,Parkerstad
291,2024-02-13,2024-02-21,41.0,Female,Christophertown
292,2022-02-23,2022-03-08,61.0,Female,Richberg
293,2023-04-30,2023-10-22,40.0,Female,Parkside
294,2022-05-21,2023-05-11,28.0,Female,Rhodesmouth
295,2023-01-11,2023-07-29,49.0,Male,Jameston
296,2020-02-11,2021-02-26,48.0,Female,New William
297,2021-06-07,2024-03-22,57.0,Male,East Eric
298,2023-03-25,2024-01-13,49.0,Male,New Cynthia
299,2020-05-10,2022-12-23,49.0,Male,Davisborough
300,2022-02-18,2022-05-10,47.0,Male,Port Lauraton
301,2023-09-16,2023-11-05,37.0,Male,South Mark
302,2023-05-08,2023-06-29,25.0,Female,Dennisborough
303,2023-03-07,2024-01-16,29.0,Male,East Sarah
304,2023-12-24,2024-03-07,52.0,Female,South Brandonside
305,2023-01-24,2024-04-25,48.0,Female,Port Jason
306,2021-01-08,2023-10-30,68.0,Male,Taylorchester
307,2024-01-28,2024-02-04,43.0,Female,East Williammouth
308,2020-01-16,2021-10-17,63.0,Female,Timothyville
309,2020-09-28,2022-02-14,31.0,Male,Stephanieside
310,2023-11-09,2024-05-17,,Female,Lake Heatherville
311,2022-06-05,2023-01-19,38.0,Male,Michaelborough
312,2021-09-22,2023-11-13,20.0,Male,Jeffreyshire
313,2021-07-24,2022-05-04,30.0,Male,Danielland
314,2020-04-29,2022-07-11,31.0,Female,New Aaron
315,2023-05-23,2023-12-13,31.0,,Patrickside
316,2022-08-23,2024-04-09,25.0,Male,Lake Sarahview
317,2024-04-01,2024-05-24,34.0,Male,Gregorychester
318,2023-08-19,2024-05-02,19.0,Male,Autumnborough
319,2023-01-17,2023-11-01,61.0,Female,Port Juan
320,2022-07-30,2024-04-13,44.0,Female,East Christopherburgh
321,2022-01-29,2022-10-28,,,Mariochester
322,2023-12-06,2024-04-30,36.0,Male,Wesleyborough
323,2020-06-19,2023-10-30,37.0,Female,Brendaburgh
324,2022-05-05,2022-11-06,37.0,,Brownfort
325,2022-05-13,2023-12-30,69.0,Female,North Lisa
326,2020-12-31,2021-09-16,,Male,East Michellemouth
327,2022-08-11,2023-07-19,,Male,Jacksonview
328,2021-04-20,2021-06-06,27.0,Female,South Ronald
329,2020-07-03,2021-04-02,52.0,Female,Lake Stephaniefurt
330,2020-07-17,2022-10-14,64.0,Male,Lake Michele
331,2024-05-18,2024-05-25,39.0,Female,Allenfort
332,2023-08-12,2024-02-29,47.0,Female,West Lisa
333,2020-07-29,2021-01-21,50.0,Male,Rileyside
334,2022-10-31,2024-02-13,60.0,Female,South Christopher
335,2022-03-12,2023-02-16,23.0,Male,West Dustinville
336,2020-05-27,2021-11-22,50.0,Female,Barnettton
337,2020-05-06,2023-06-27,68.0,Female,Port Barbara
338,2020-06-10,2021-12-13,56.0,,East Steven
339,2021-10-12,2022-08-14,38.0,Male,New John
340,2020-08-27,2023-10-12,32.0,Female,Lake Maryburgh
341,2021-11-27,2023-09-23,61.0,Male,Rivasbury
342,2022-06-05,2024-01-26,22.0,Male,Port Christopherbury
343,2020-10-17,2023-06-07,28.0,Male,Christopherfort
344,2023-06-08,2023-08-31,,Female,East Amandamouth
345,2021-02-13,2021-11-26,56.0,Female,East Louis
346,2022-07-19,2022-09-17,66.0,Male,Quinnfort
347,2020-05-25,2022-08-27,,Male,Pamtown
348,2022-05-28,2023-12-04,21.0,Female,Courtneybury
349,2022-02-16,2022-09-10,50.0,Female,East Annetteland
350,2020-11-27,2023-10-13,29.0,Male,Lake Jefferychester
351,2024-04-06,2024-04-16,23.0,Male,South Denise
352,2021-06-29,2022-10-24,68.0,Male,North Donnatown
353,2022-10-06,2022-11-24,48.0,Male,South Patriciamouth
354,2024-05-29,2024-05-29,30.0,Female,Martintown
355,2022-09-04,2023-03-20,29.0,Female,East Marktown
356,2021-02-22,2023-06-03,55.0,Female,Kaitlynview
357,2023-07-11,2024-05-28,58.0,Female,North Bryanland
358,2023-06-09,2024-01-02,52.0,Male,South Michaelside
359,2022-01-06,2023-08-13,36.0,Male,Port Gregory
360,2023-03-24,2023-10-07,19.0,Male,Lake Brentmouth
361,2022-02-20,2023-01-14,34.0,Female,Martinville
362,2021-12-21,2023-04-16,18.0,Male,Port Laura
363,2022-07-13,2023-05-10,69.0,Female,Davistown
364,2021-06-18,2024-04-13,53.0,Female,Jonestown
365,2021-04-22,2023-07-08,62.0,,Port Sarahtown
366,2021-01-26,2022-02-20,68.0,Female,Blaketown
367,2022-09-30,2024-02-14,28.0,Male,Justinborough
368,2021-05-20,2023-05-07,60.0,Female,Moyerville
369,2022-04-15,2022-10-23,21.0,Female,Jayfort
370,2020-01-16,2024-03-30,49.0,Male,West Desireetown
371,2021-01-21,2022-07-23,69.0,Male,West Isabella
372,2022-10-24,2024-03-24,65.0,Female,Youngland
373,2022-07-24,2023-12-29,55.0,Female,West Tiffanybury
374,2022-04-07,2022-12-30,,Female,Danielmouth
375,2020-12-27,2023-02-03,39.0,Female,Villashire
376,2023-02-15,2023-06-25,35.0,Female,Lake Ronald
377,2021-04-11,2023-02-24,59.0,Male,South Brandon
378,2023-02-09,2023-12-11,27.0,Male,North Marvin
379,2022-09-27,2022-11-30,60.0,Male,East Kyle
380,2022-06-13,2023-10-22,27.0,Female,East Jennifershire
381,2021-12-30,2024-04-01,51.0,Male,Debraview
382,2024-03-21,2024-04-04,,,West Thomasview
383,2020-06-13,2023-09-25,63.0,Female,Higginsborough
384,2021-07-31,2022-12-19,67.0,Male,South Raymond
385,2022-03-19,2024-03-21,19.0,Female,New Tara
386,2021-03-10,2023-02-01,25.0,Female,North Jenny
387,2021-01-20,2022-09-20,,Female,South Luis
388,2022-09-30,2023-04-01,48.0,,South Mikeview
389,2020-01-16,2020-05-28,51.0,Male,Port Victoria
390,2020-04-23,2022-11-04,30.0,,Christineburgh
391,2021-02-26,2023-09-16,43.0,Male,Kington
392,2022-12-17,2023-04-17,59.0,Female,New Loritown
393,2022-05-06,2024-05-05,27.0,Female,North Derekborough
394,2023-06-01,2024-02-11,64.0,Female,East Georgeborough
395,2022-09-06,2023-02-16,24.0,Male,Mirandatown
396,2021-05-04,2022-05-17,,Female,West Chrisburgh
397,2023-10-13,2024-02-11,41.0,Female,Porterview
398,2022-05-11,2023-12-16,52.0,Female,Ryanmouth
399,2021-03-09,2021-04-02,36.0,,North Carmenstad
400,2021-01-02,2021-07-12,62.0,Male,Port Caseyberg
401,2023-09-01,2024-04-20,21.0,Male,North Melissaton
402,2023-02-13,2023-07-16,68.0,Female,New Kimberly
403,2020-03-10,2023-11-20,62.0,Male,Mariachester
404,2023-01-10,2023-07-11,51.0,Male,Lake Stacystad
405,2021-02-25,2023-03-07,64.0,Male,South Alexandraview
406,2023-11-21,2024-04-18,18.0,Female,Lake Kristine
407,2021-11-18,2022-01-25,63.0,Female,Port Dustin
408,2021-01-27,2023-03-11,51.0,Female,Nathanberg
409,2020-07-19,2023-10-08,49.0,Female,Fletcherstad
410,2023-11-14,2024-01-30,,Female,East Kevinmouth
411,2024-02-23,2024-05-11,68.0,Male,Lake Brandy
412,2023-01-13,2023-10-19,66.0,Male,Emilyland
413,2020-04-04,2020-08-06,19.0,Female,Lake William
414,2021-07-30,2023-01-02,21.0,Female,East Aimee
415,2023-10-10,2024-01-04,,Male,South Elizabeth
416,2022-10-17,2023-07-14,53.0,Male,Carolland
417,2023-08-02,2024-04-19,63.0,Male,Hodgestad
418,2020-04-24,2023-09-01,55.0,Male,South Janetside
419,2021-04-19,2023-06-22,19.0,Male,Port Laura
420,2020-05-28,2022-06-03,38.0,Male,Georgefurt
421,2022-11-23,2023-12-29,31.0,Female,Sarahville
422,2022-03-20,2022-07-26,34.0,Female,Port Kimberlychester
423,2021-02-14,2023-04-28,34.0,Male,Murraystad
424,2021-06-02,2021-06-02,25.0,Female,Buchananborough
425,2023-01-08,2023-01-22,37.0,Male,Stephanieland
426,2022-03-03,2024-04-08,49.0,Male,Warrenbury
427,2020-02-12,2021-06-05,36.0,Female,Ryanhaven
428,2023-09-28,2023-12-19,28.0,Male,Jillshire
429,2022-11-25,2024-03-01,39.0,Male,South Martinfurt
430,2021-12-10,2023-07-05,36.0,,Andrewport
431,2024-03-25,2024-04-01,23.0,Female,Wrightfurt
432,2022-04-12,2023-03-21,53.0,Female,Lake Daniel
433,2020-04-14,2023-03-22,47.0,Male,North Thomasshire
434,2020-10-07,2021-07-16,29.0,Female,Sarahburgh
435,2022-02-21,2023-06-08,56.0,Male,Port Jackland
436,2020-02-11,2022-01-19,27.0,Male,Lake Jennafort
437,2021-06-12,2023-06-10,52.0,Female,Mcguirestad
438,2021-10-21,2022-04-06,23.0,Male,Larryshire
439,2022-12-23,2024-03-04,61.0,Male,Thomasview
440,2024-05-10,2024-05-29,37.0,Male,West Andreatown
441,2020-07-27,2023-03-02,41.0,Male,Lisaborough
442,2020-02-18,2024-02-14,,Female,Lake Williambury
443,2023-06-28,2023-11-17,51.0,Male,Bentonview
444,2023-03-29,2023-06-19,66.0,Female,East Rickymouth
445,2022-08-30,2022-10-04,48.0,Male,Jacobstad
446,2023-07-06,2024-01-07,61.0,Male,Hernandezstad
447,2020-11-22,2022-05-17,37.0,Male,Francisfurt
448,2021-11-16,2023-02-23,33.0,Male,Lake Amy
449,2023-04-29,2023-06-19,52.0,Male,Lake Laura
450,2020-01-01,2022-09-13,23.0,Male,South Christopherborough
451,2020-08-19,2022-09-06,,Female,Donaldberg
452,2021-12-05,2024-05-19,,Male,Lake Tracy
453,2020-03-24,2023-08-16,39.0,Male,South Sean
454,2020-05-23,2023-08-16,19.0,,Sandrafurt
455,2023-07-28,2024-05-16,57.0,Female,Bellville
456,2024-01-16,2024-02-17,22.0,Male,Hartport
457,2021-08-04,2022-01-05,44.0,Female,Riveramouth
458,2022-01-24,2023-06-25,,,Aprilport
459,2020-12-01,2021-04-02,34.0,Female,Ramosmouth
460,2023-03-04,2024-04-15,37.0,Male,Butlerland
461,2020-05-29,2023-10-02,18.0,Female,New Sandramouth
462,2022-05-04,2024-05-01,63.0,Female,Samanthaborough
463,2023-08-19,2024-05-03,60.0,Male,Woodwardton
464,2023-09-29,2024-04-09,,,West Sandrastad
465,2021-09-24,2023-08-29,30.0,Female,Nortonborough
466,2022-11-09,2024-05-28,52.0,,Donnahaven
467,2020-02-19,2022-10-05,53.0,Male,South Anthonyshire
468,2023-02-25,2024-03-11,23.0,,Bonnieside
469,2020-08-19,2022-06-12,49.0,Male,New Duaneshire
470,2022-05-11,2022-12-11,42.0,Female,South Austinfort
471,2021-07-28,2022-05-07,34.0,Female,West Crystal
472,2024-01-09,2024-01-25,48.0,Male,New Mckenzie
473,2022-11-02,2024-05-02,44.0,Male,Juanport
474,2020-03-07,2022-07-19,33.0,Male,Darrellton
475,2021-03-18,2023-08-11,54.0,Male,Port Josephstad
476,2021-10-30,2023-07-29,33.0,Male,New George
