Employee ID,Age,Gender,Job Role,Department,Monthly Income,Years at Company,Number of Promotions,Last Raise Percentage,Distance from Office,Job Satisfaction,Performance Rating,Attrition
28,24,Female,Manager,HR,7217,6,0,12.951841561072612,15.636021772299772,10,3,No
29,58,Male,HR,HR,9937,27,3,7.993513609016569,45.470459126113845,2,5,No
30,28,Female,Sales,IT,5029,9,3,17.966862542118523,17.92498586806221,2,3,No
31,42,Male,Sales,Support,12335,15,1,8.696041018445126,25.917585609228897,9,5,No
32,30,Female,Technician,HR,8958,9,2,3.9686106092903484,10.316685100647135,1,5,No
33,39,Male,Technician,HR,8418,7,3,16.212823388982592,36.034658515912376,7,2,No
34,25,Female,Technician,IT,9190,22,4,13.362506080024982,40.905938491696276,8,4,No
35,46,Male,HR,HR,10764,25,0,4.161459553554696,35.86104244962738,8,4,No
36,35,Female,Technician,Support,14935,1,4,7.272653209628572,30.068827502124147,8,5,No
37,30,Male,Engineer,HR,14782,1,2,12.270189130743738,16.06847933952621,5,2,No
38,47,Female,HR,IT,14990,10,4,8.070961427824695,34.629462381817014,3,5,No
39,23,Female,HR,Support,12939,12,3,12.702340456605338,50.0,5,3,Yes
40,41,Male,Technician,Engineering,7819,17,1,13.237145570369542,33.116642718481486,6,5,No
41,49,Female,Technician,IT,8919,0,3,2.4676206342567575,45.284584426004244,9,2,No
42,28,Female,HR,Engineering,11409,16,4,6.297699279470588,11.082001162621939,9,3,No
43,29,Male,Sales,HR,5810,16,3,14.974019815765358,38.75171333081063,7,4,No
44,56,Male,Sales,Support,6415,23,1,12.937044103619007,41.023199367006654,6,3,No
45,35,Female,Technician,HR,8952,4,3,0.6658788643545002,50.0,5,5,Yes
46,38,Male,Sales,Support,8433,12,4,4.247629870591542,33.938770133327466,4,3,No
47,57,Male,Engineer,Sales,4716,6,1,18.626442987396274,22.747602588465902,6,1,No
48,25,Male,Engineer,HR,10897,14,2,17.24025311766883,38.555418547759075,1,2,No
49,23,Male,Engineer,HR,3289,21,0,12.126866579374372,42.45779228920916,5,4,No
50,27,Male,HR,HR,7697,20,1,1.457276410728614,18.17363728434401,9,2,No
51,25,Male,HR,IT,14460,1,2,12.141103731754379,43.81470071679006,4,2,No
52,50,Female,HR,Support,13935,26,0,0.24376263679236398,7.129778658447087,8,3,No
53,39,Female,HR,Support,3609,15,4,13.222528103393866,1.0,10,1,No
54,47,Male,HR,Support,5353,24,1,14.6242309801311,20.34089824599573,10,2,No
55,55,Female,Technician,IT,10645,8,4,9.944872392089847,45.71556531803999,4,1,Yes
56,31,Female,Sales,Support,3535,19,4,0.07613288802037266,14.512988884934412,10,2,No
57,57,Female,Technician,HR,6291,17,4,13.332202368077775,35.60969172053064,3,3,No
58,35,Male,Sales,Engineering,6757,6,3,17.598036942136417,32.02696570764252,9,2,No
59,52,Male,Technician,Sales,11948,23,0,11.717349359623455,15.082670910852059,10,4,No
60,36,Female,Engineer,Support,10157,19,2,14.183950094635168,14.672310256804629,10,4,No
61,29,Female,Manager,IT,6849,20,3,0.4589827431857372,3.7982541570380164,3,2,No
62,35,Female,HR,IT,11069,1,2,10.060797238353121,28.796865190455286,7,5,Yes
63,44,Female,Manager,Support,11545,29,4,12.283859240832307,21.28886295976838,8,4,No
64,42,Male,Manager,Engineering,7830,1,0,6.62039450061669,16.865679488684,1,2,No
65,37,Female,Engineer,Support,7330,29,2,13.706679906096292,50.0,9,4,No
66,39,Male,Manager,IT,11497,13,0,12.911657648188402,38.219940752513445,8,3,Yes
67,45,Male,Manager,Sales,8229,21,2,11.989204799978285,27.672092419018494,9,3,No
68,47,Female,Engineer,Engineering,5995,0,0,3.6589080663284546,28.831487524612506,10,1,No
69,46,Male,Sales,Support,14900,24,0,10.539549489786264,15.099145753315117,6,3,No
70,50,Male,Technician,Sales,9970,7,2,19.8276554353147,37.196270929324186,1,1,No
71,36,Female,Manager,Support,5214,10,3,3.700947744654062,44.778731923741404,7,5,No
72,22,Male,HR,Engineering,12401,0,1,1.188530471098721,50.0,3,5,No
73,46,Female,Engineer,IT,3275,4,3,17.980106216276553,4.8474252315512,8,2,No
74,28,Female,Manager,Engineering,9153,21,0,6.1279819026101165,15.043439152386847,8,3,Yes
75,30,Female,Sales,HR,9553,12,3,8.070396389279928,46.52251443554589,10,1,No
76,45,Male,Sales,Support,11338,16,3,5.559978269219938,15.504786644208552,8,3,No
77,22,Male,HR,Sales,6548,9,4,19.27750906323526,23.336245216138146,10,5,No
78,29,Male,Manager,Sales,9972,22,3,7.561971578195951,8.186145028024086,5,2,No
79,45,Male,HR,Engineering,13145,29,3,14.174339278207102,41.85646581118408,1,1,No
80,32,Male,Sales,Engineering,3851,1,2,13.664999192519568,13.244078441207808,1,4,Yes
81,38,Female,Sales,Engineering,7523,14,2,0.0,34.93660684626453,1,5,No
82,29,Male,Technician,Sales,11679,20,1,7.686293569993479,3.338360987943405,3,3,No
83,56,Female,Sales,IT,4553,3,0,7.8004392521272585,13.550141722944668,4,4,No
84,56,Male,Engineer,Sales,4761,24,3,19.796666508090233,29.771204836298857,6,1,No
85,54,Female,Technician,IT,14375,20,3,16.238574021171004,1.0,1,5,No
86,26,Female,HR,Engineering,11775,12,0,17.133085522430434,12.289276376445361,3,5,No
87,49,Male,Sales,HR,9799,0,3,7.868434783569878,7.426094820247739,2,2,No
88,28,Male,Engineer,Sales,7310,24,2,6.5810923022667955,1.5989786680140554,1,3,No
89,30,Female,Technician,Engineering,7605,10,0,10.312114168715576,47.095554045415916,2,5,No
90,29,Female,Engineer,Sales,11702,27,0,12.620302654568711,35.0454781785587,8,1,Yes
91,33,Female,Technician,Engineering,10756,22,2,16.657264843184407,42.66438199546424,4,1,No
92,55,Male,Technician,Sales,6813,8,0,16.41603711572376,19.509525012463424,4,5,No
93,54,Male,Technician,Support,13432,9,3,17.696671366863896,17.45626150243011,10,4,Yes
94,44,Female,HR,Sales,13342,10,0,0.4925182166808173,32.974790781192496,1,3,No
95,45,Female,Technician,Support,8891,24,3,15.411350287365142,5.637062212282887,5,2,No
96,58,Male,Technician,IT,9888,5,1,12.216739795860674,33.71611431168569,7,1,Yes
97,56,Female,Engineer,Sales,9194,27,3,7.724804138565834,5.396902138339173,2,3,No
98,43,Male,Technician,IT,11147,27,2,12.569326737166673,36.74010521067027,3,1,No
99,48,Male,HR,HR,6202,25,3,17.638764915383767,45.77136947326481,1,5,Yes
100,56,Male,Engineer,Support,3342,6,2,10.905817886151283,50.0,7,5,No
101,22,Male,Technician,Sales,10745,28,0,3.243760117979344,24.745200200663987,5,5,No
102,56,Female,Engineer,IT,4423,26,4,8.7355430039068,31.833803174396415,10,4,No
103,58,Male,HR,Engineering,11337,27,0,18.48919067118423,3.4311878910898317,4,5,No
104,35,Male,Engineer,IT,14009,18,4,12.90030318324887,38.27170515307753,10,2,No
105,24,Female,HR,Sales,7557,24,0,4.060912028298622,50.0,10,5,No
106,22,Female,Sales,HR,12107,29,2,16.973623089156714,19.052307087799235,1,1,No
107,26,Female,Technician,Support,9647,27,4,5.124534429784631,39.510829738425535,8,4,No
108,47,Female,HR,Engineering,4911,19,4,6.97073993980556,36.33025196171676,10,3,No
109,35,Male,Technician,IT,14893,12,2,9.378347279516088,50.0,5,3,Yes
110,48,Female,HR,Sales,4339,14,4,8.817392557213834,33.60027789622871,3,4,No
111,30,Female,Manager,Sales,5246,20,3,5.200017778175047,16.341570282300832,4,4,No
112,36,Female,Manager,Support,9446,7,3,18.010975192944166,38.37649568023242,9,1,Yes
113,36,Male,Manager,Engineering,5951,16,1,16.92771988336893,12.397062947378977,5,1,No
114,47,Male,HR,IT,3497,22,4,10.618864793586585,37.354656631198196,1,4,No
115,34,Female,Technician,IT,14140,5,4,3.4590216573687727,4.401044099278813,4,1,No
116,53,Male,Manager,IT,3790,12,3,4.958760509706881,44.603641541879604,9,2,No
117,53,Female,Technician,Support,11201,15,4,2.526684215182955,38.982097583482194,1,2,No
118,25,Female,HR,Support,6098,26,4,3.390125086661069,31.196743163382123,7,2,No
119,51,Female,Technician,Engineering,11184,22,1,17.527947875591778,5.940965192879479,5,2,No
120,58,Female,Technician,IT,5816,0,1,9.603255818199916,39.0901470879589,3,4,No
121,44,Female,Manager,IT,3326,12,3,2.2202693570147103,47.68464839044123,2,3,No
122,36,Male,Engineer,Engineering,14758,6,4,5.094905239773739,30.01078927595912,5,4,No
123,50,Female,Sales,Engineering,3882,13,1,20.0,44.66399195290641,8,4,No
124,57,Female,HR,Engineering,4671,6,3,10.185313802785483,2.7091958274859493,8,4,No
125,34,Male,HR,Sales,8002,7,1,10.312685926413362,31.547233119064526,5,1,No
126,53,Male,HR,Engineering,11929,16,0,10.729289454142808,29.995093826345386,6,5,No
127,28,Male,Sales,HR,5174,16,4,2.232336287361938,3.17513934777552,9,4,No
128,43,Female,Engineer,Support,8235,15,3,19.40627317321296,34.77884605510082,10,5,No
129,49,Male,Technician,Engineering,3923,27,3,1.6897149469642891,39.73171169871909,1,1,No
130,23,Female,HR,Sales,7266,14,2,15.779868616185928,11.800057520102234,7,2,No
131,27,Male,Technician,HR,11112,7,2,1.1552963791497595,38.98507321449923,10,5,No
132,49,Male,Manager,Sales,5824,6,2,8.871835408370517,7.0060806481800295,3,5,No
133,49,Female,Manager,Sales,8107,24,2,17.993565460123545,31.37114329096251,5,4,Yes
134,41,Male,Manager,Sales,9869,17,3,15.368890847700282,38.76344263639193,6,1,No
135,51,Female,HR,Sales,8720,3,1,6.693520432664075,4.293807624982458,3,3,No
136,32,Female,Sales,IT,12345,23,1,11.026955318929987,28.334662819957977,5,1,No
137,49,Female,HR,Support,5070,21,2,3.305493112364717,25.56965960709993,8,1,No
138,46,Male,Manager,IT,10346,1,0,19.12240478849276,33.720322036533446,4,5,Yes
139,54,Female,Manager,HR,9544,12,1,14.173546874973276,36.78380217885054,3,5,Yes
140,22,Female,HR,IT,7600,25,3,7.485875219533331,16.96726231135256,2,4,No
141,48,Female,Sales,HR,3920,17,0,6.35869190308556,12.824053330266045,6,4,No
142,34,Male,Sales,Engineering,9091,21,0,4.772774991105608,46.962441935213235,1,3,Yes
143,24,Female,Technician,HR,6482,24,4,15.730390985072088,12.306262117753953,7,2,No
144,27,Female,Engineer,IT,9472,7,0,8.692285008228222,6.968987311269935,10,5,No
145,29,Female,Manager,IT,4443,13,1,6.604344420888493,5.095200202557934,10,2,No
146,48,Male,Sales,HR,5801,17,0,18.10443494080435,1.9827383514497767,7,3,No
147,30,Male,Manager,IT,4775,18,2,3.0043589514292113,4.356181780038316,1,3,No
148,58,Male,Engineer,HR,11220,23,0,5.2767098812789515,9.362117651443828,3,1,No
149,54,Male,Manager,Sales,5292,3,0,6.895314249597002,7.5170027607594365,5,5,No
150,45,Male,Sales,Support,6703,21,1,6.893258187630521,11.809620737286306,2,5,No
151,36,Male,Technician,HR,3825,27,3,11.708060824422102,5.9025772870671585,10,5,No
152,53,Female,HR,Sales,10711,16,3,14.034664819973901,5.956883883523419,1,2,No
153,53,Male,HR,Sales,6741,1,2,1.0949794496723242,30.58413260096368,10,2,No
154,45,Female,Sales,Sales,11330,28,5,3.5516093408290947,33.28808809053865,10,1,No
155,33,Male,Sales,Sales,7452,16,3,3.9705751275868972,34.26501408768634,7,5,No
156,23,Male,Engineer,HR,5259,5,4,1.4065613703004032,32.440887978383344,8,2,No
157,24,Male,Manager,IT,4162,5,2,2.4952397859862607,35.905322633966634,6,3,Yes
158,58,Male,Engineer,Sales,6439,28,1,4.793027779712451,30.723317495183675,10,4,No
159,38,Female,HR,Engineering,5533,15,1,6.91241214775538,44.968566548584995,5,4,No
160,23,Female,Manager,Sales,8612,20,0,15.826180241251338,34.914528393811366,1,4,No
161,23,Male,Engineer,IT,12551,0,5,3.693067995170142,1.0,6,4,No
162,49,Male,HR,IT,10930,25,0,13.400516628866967,27.823148473657575,1,2,No
163,44,Male,Manager,Support,5225,17,0,1.1576203916944872,21.97970526968819,7,5,No
164,58,Female,Technician,Support,13752,0,4,12.93162697373531,32.27151989717338,5,3,Yes
165,53,Female,Technician,Sales,6672,28,3,15.894384113104154,33.31221141649226,5,3,No
166,54,Female,Engineer,Sales,5160,24,1,11.831707016711578,37.1105494169981,8,5,Yes
167,22,Female,Sales,Support,11474,27,3,4.02784580749767,1.0,4,3,No
168,40,Female,Manager,Sales,12331,17,1,6.608160277248121,26.518877364303837,6,5,No
169,23,Male,Engineer,Engineering,4797,24,1,16.10362697722524,42.949309284553266,8,4,No
170,47,Male,Sales,HR,14171,9,4,8.639437849825121,27.975313582041096,4,2,No
171,53,Female,Sales,Support,12382,1,1,4.772257604200924,1.7422103475562274,6,4,No
172,27,Female,Manager,Support,4244,18,0,18.65383073151078,34.644092353514736,1,1,No
173,53,Female,Manager,IT,10069,29,2,12.747097132211811,44.34799578235828,4,5,No
174,25,Female,Sales,Sales,10893,29,3,16.114294210964395,44.13085848839612,10,2,No
175,32,Male,HR,Support,7408,25,0,0.0,16.728271049168058,5,4,No
176,38,Female,Engineer,Support,4930,10,3,6.786731663261996,30.62360985044634,7,2,No
177,59,Female,Manager,Engineering,5518,18,4,9.17793804765994,31.13679469843943,3,4,No
178,45,Male,Sales,Sales,3047,23,0,11.748431082715259,31.57401167474039,4,2,Yes
179,26,Female,HR,HR,3133,22,1,4.3951410165522695,29.51930882630701,1,4,No
180,55,Female,Technician,Engineering,8675,26,0,9.959071054383674,8.560437348622838,8,2,No
181,27,Male,Sales,HR,14238,29,4,13.712507353793752,43.044647287352795,3,1,No
182,43,Male,HR,IT,5364,2,0,6.9175211338404825,46.97869277278971,1,5,No
183,32,Male,Technician,Support,6509,9,3,13.828844060761181,16.845710108496117,5,5,No
184,37,Female,HR,Engineering,14698,15,2,7.793080807436812,10.721485795756585,10,3,No
185,54,Male,Manager,HR,13325,27,0,11.251592081007752,31.54798145480747,2,2,No
186,30,Female,Sales,Sales,10153,30,4,0.0,17.14492040406986,9,1,No
187,27,Female,Technician,IT,7094,23,3,13.025491321236087,47.29243769501493,5,2,Yes
188,37,Male,HR,IT,5537,26,0,9.43594112109288,19.317328318715674,7,5,No
189,50,Female,Technician,Support,10996,2,4,16.577002580941848,12.474183107310466,8,2,No
190,24,Female,Engineer,Support,8984,23,1,11.068867420939139,47.714694764220354,10,2,No
191,41,Male,Sales,HR,5471,18,4,11.205134992304092,31.6846092569317,5,4,No
192,57,Male,Manager,HR,5434,18,1,14.83928123404132,1.7826697310161013,10,2,Yes
193,40,Female,Technician,IT,8021,20,1,3.348054226189725,35.24655630016848,5,4,No
194,47,Female,HR,HR,7335,6,3,10.604693557553324,40.53867613657842,1,4,No
195,24,Male,Technician,Support,6522,16,1,7.644100208917752,13.390747436167631,9,1,Yes
196,40,Male,HR,IT,5305,7,2,19.32648150199354,49.256392516153774,2,4,No
197,41,Male,Technician,IT,8287,2,1,15.854280936961008,14.54752310453522,10,3,No
198,53,Female,Manager,Sales,13002,6,0,15.15001729258108,46.72147074068985,6,4,No
199,28,Male,Manager,Sales,3663,21,4,6.510903374317369,25.806688691242446,1,1,Yes
200,54,Female,Sales,HR,8681,9,0,4.746464916967124,26.288484011027638,7,3,No
201,39,Female,Manager,HR,10443,26,0,0.5836165478365762,28.17263692776997,4,2,Yes
202,22,Male,Technician,Support,8944,18,0,12.770707238849116,46.44697212731561,2,4,No
203,32,Female,Technician,Support,14246,24,1,7.4167076367636176,19.508606238055517,2,1,Yes
204,49,Male,Manager,Sales,10774,14,3,6.240813887486658,10.561174062429853,7,5,No
205,46,Female,Engineer,IT,7849,25,4,12.740624510218101,41.230087948569405,8,4,No
206,44,Male,Technician,Engineering,7200,12,2,15.777712936018993,5.077861085695362,8,3,No
207,52,Female,Sales,Engineering,10097,4,0,2.6605909198638567,47.81047363595405,7,4,No
208,51,Female,Engineer,HR,8022,2,2,18.373229078119365,3.1113455301483315,10,2,No
209,56,Male,Manager,Engineering,6492,0,1,0.0,26.814550829118012,2,5,Yes
210,28,Male,HR,Engineering,8468,30,1,1.608366002197875,32.81552292184507,1,3,No
211,37,Male,Technician,Sales,10939,2,2,16.76256278243949,29.822140262795706,2,2,Yes
212,47,Male,HR,IT,12145,14,4,9.854076536351082,38.18489215038425,10,5,No
213,23,Female,Sales,Support,4673,15,1,18.78509708541754,32.504247064074505,5,1,No
214,22,Female,Engineer,Sales,4342,4,3,9.233059931824412,16.64205212688367,10,1,No
215,33,Male,HR,Support,14683,20,2,18.522459719115503,21.410507594918467,7,1,No
216,26,Female,Sales,Sales,13934,7,1,8.548807368600189,9.89210764230529,10,5,No
217,58,Female,HR,Sales,13296,9,1,12.328992455371528,37.070700638570074,3,3,No
218,53,Female,HR,Engineering,11431,21,3,19.889360058915095,14.243913612268296,8,3,No
219,30,Male,Sales,Support,9570,20,3,7.521256161152953,13.759062175711227,10,3,No
220,56,Male,Technician,Sales,13816,1,3,0.02909369017759067,50.0,2,2,No
221,40,Male,HR,Engineering,6049,13,1,1.2810441096407787,19.213490005241276,10,5,No
222,37,Female,Sales,HR,9283,4,4,17.181192070934234,41.758708181526515,9,1,No
223,24,Male,HR,Support,13301,8,0,8.609108409230512,49.757441607294126,4,3,No
224,41,Male,Technician,Sales,7247,10,0,9.680006904965929,38.389225645754195,8,1,No
225,45,Male,Sales,HR,9574,2,1,15.988522093513879,5.904287519785419,4,2,No
226,54,Female,HR,Engineering,12655,29,3,16.231580174851278,39.93114470383923,9,4,No
227,45,Male,Manager,Sales,8331,11,4,9.54842615970913,13.339655670173183,10,1,No
228,32,Male,Technician,Engineering,3399,13,4,17.161215535367635,16.212085280569315,3,5,No
229,29,Male,HR,Engineering,13913,22,0,9.368499166793537,48.32556104822611,2,3,No
230,57,Male,Engineer,Engineering,4937,28,0,13.500427487480295,21.323368331481444,5,2,No
231,59,Female,Sales,Support,11373,0,2,0.6672366212309333,32.36151585657663,2,1,No
232,41,Male,HR,HR,4074,28,2,2.7599877372340487,16.459361573712624,5,5,No
233,56,Male,Technician,HR,5573,21,2,17.028400745072314,20.898471536242102,6,4,No
234,46,Female,Technician,IT,5397,15,1,6.2623684460852935,28.246001532422312,7,3,No
235,56,Male,Engineer,Sales,12273,14,5,2.915838112335018,49.85413769712972,2,1,No
236,46,Male,Engineer,Engineering,3418,0,1,13.856846864563817,14.01221935433792,3,5,No
237,50,Female,HR,Sales,12352,22,2,11.850763014598902,8.338898084356492,8,3,No
238,39,Male,Manager,HR,3639,23,0,0.0,5.753924951803238,6,2,No
239,39,Male,Technician,HR,5084,12,2,13.116225450313898,8.719204165400498,4,4,No
240,23,Male,Manager,Engineering,7589,25,1,12.34444859019437,17.460599202813135,10,5,No
241,56,Male,Manager,Support,3358,26,1,17.10663705713342,6.526670886087052,5,3,No
242,37,Female,HR,Engineering,4803,14,3,10.709938200979217,27.68392957148067,2,3,No
243,57,Female,Sales,Engineering,8204,16,0,8.286496719670794,8.714318078893248,2,4,No
244,54,Female,Sales,IT,10889,8,3,7.4268091544654125,30.962244844921784,9,1,No
245,25,Male,Sales,Support,3538,4,1,0.08837852491997644,8.335087035645977,1,5,No
246,54,Male,Engineer,Sales,7439,26,1,0.7956844528937901,46.35490827029139,3,5,No
247,35,Female,Technician,Support,9888,22,0,2.6242285056131998,12.532962005303641,1,1,No
248,42,Female,Engineer,Engineering,13410,14,4,17.35841504127207,9.267188651415154,9,2,No
249,41,Male,Technician,Engineering,12905,16,3,17.61301064684471,42.50037435679515,6,2,No
250,29,Male,Technician,Engineering,3865,10,3,9.94392709989949,16.71904846257174,3,5,No
251,28,Male,Technician,Engineering,13259,10,0,3.603927868317056,42.16156453547371,10,1,No
252,24,Male,HR,Engineering,9028,23,0,2.9222272116292936,15.99141520025698,5,4,No
253,38,Male,Sales,Support,13542,5,0,5.122611872215678,42.65516966824375,6,3,Yes
254,54,Male,Engineer,Engineering,11967,14,4,18.17445657811783,34.34625895902414,1,5,Yes
255,33,Female,Engineer,HR,14460,23,0,5.599764956337615,25.50093356643286,6,1,No
256,43,Female,HR,HR,7671,1,4,16.0808368990334,17.740617524065364,8,2,No
257,43,Male,Technician,IT,14819,17,3,10.135087089556434,41.11789715065608,3,2,Yes
258,51,Male,Sales,Sales,4035,9,2,10.451129093270712,31.879405207026757,5,2,No
259,59,Female,Manager,HR,11552,20,2,12.2020523013447,26.10541058191,8,5,No
260,59,Male,Manager,IT,5819,18,1,5.140603041243493,31.3762836973722,8,2,No
261,29,Female,HR,Support,11487,13,2,8.905370360638209,39.931511260779,3,4,No
262,48,Male,Sales,Sales,4426,7,1,13.088494210559539,36.3501647149362,4,5,No
263,48,Female,Manager,Engineering,14701,26,0,9.781972637928032,29.06996174263508,4,5,No
264,55,Male,Manager,Engineering,14008,12,4,9.81415768493208,10.371293924011749,3,2,Yes
265,42,Male,Engineer,Support,8494,17,3,10.530911484839526,38.96242567701277,7,2,No
266,51,Male,Sales,Sales,14057,18,4,7.615340758736606,48.85147814884564,4,4,No
267,54,Male,Manager,HR,3692,7,3,8.552782257893199,36.9459168414241,6,1,No
268,49,Male,Engineer,Sales,10593,25,0,2.706896322079293,31.67867882245782,8,4,No
269,54,Female,Sales,IT,4067,24,4,19.358935708043497,25.121970097400723,6,2,No
270,26,Male,Technician,Support,4132,17,3,0.6825987996809646,33.247227285342824,10,5,No
271,40,Male,Sales,HR,12313,11,3,9.664148618117032,48.79602566979041,1,2,No
272,25,Female,HR,Sales,10612,17,1,2.1489831686546115,2.8953094169336886,6,4,No
273,56,Female,Engineer,Sales,12433,27,0,3.0420340678526525,3.3611646121666605,5,2,No
274,38,Female,Technician,HR,3946,13,4,13.03410757054583,48.28582942948289,2,1,No
275,49,Female,Engineer,IT,14339,9,1,19.70362516794082,25.68857751440347,6,3,No
276,51,Male,Engineer,IT,4615,16,3,14.992099081025334,29.288125943004815,1,1,No
277,50,Female,Manager,Sales,11254,0,0,5.080413347675956,38.21858364776376,9,1,No
278,27,Female,Sales,Engineering,8715,3,4,9.86778124982276,42.01844407458076,10,3,No
279,56,Female,Engineer,HR,9069,8,0,0.995631119573217,28.61767419479095,5,2,No
280,58,Male,Engineer,IT,3393,3,0,10.633405157777378,21.80776684163312,4,3,No
281,45,Male,HR,IT,12718,18,4,1.9892639630859787,25.244372159541452,1,3,No
282,50,Male,HR,IT,10534,24,2,14.585928499534134,32.3798496254933,7,1,No
283,52,Female,HR,Support,12693,21,3,3.065538502824669,37.856456381338845,2,5,No
284,56,Female,Engineer,Engineering,10422,24,3,0.1872193180116155,5.892862394555725,5,1,No
285,54,Female,Technician,IT,9202,4,2,17.231140771630262,18.105390861157694,2,2,No
286,42,Male,Sales,Engineering,3519,15,4,20.0,17.898917574275558,8,5,No
287,53,Female,Engineer,Sales,3388,14,3,1.731080503000506,31.85362635643807,8,4,No
288,44,Female,Manager,Sales,3587,22,3,5.1344589440353525,23.95121839192184,7,3,No
289,54,Male,Technician,Support,6497,25,0,14.833945566650277,9.205379076802682,9,4,No
290,24,Female,Technician,Engineering,14253,7,1,10.793069305302208,1.0,9,3,No
291,39,Male,Sales,HR,10669,1,1,18.984736258718257,50.0,3,4,Yes
292,46,Female,Technician,Support,5571,24,2,7.783600220892297,23.93815073964697,5,1,No
293,52,Female,Sales,IT,11471,9,5,0.0,15.719127587252327,1,3,No
294,24,Female,Technician,Sales,14308,26,1,0.39491278939100427,22.115466868572305,7,2,No
295,45,Female,Sales,Sales,9708,12,0,11.297089120816363,5.83833821598832,3,5,No
296,53,Female,HR,HR,14664,29,3,15.042107957559143,22.6253077073109,10,4,No
297,43,Male,HR,Support,13176,27,3,15.81234035939323,39.985486772945194,10,1,No
298,44,Male,Technician,Engineering,13473,13,4,18.23034078173982,36.26778003676567,4,5,No
299,23,Female,Technician,Sales,11996,10,2,4.5814908176658005,47.45761233243449,1,2,Yes
300,48,Male,Sales,IT,11266,28,0,14.768118107380577,25.92410564933043,7,3,Yes
301,23,Male,Sales,HR,5985,16,1,16.541961904937285,30.20040352811359,3,3,Yes
302,47,Female,Engineer,HR,3709,11,2,16.725507028956315,44.668509372847744,6,2,No
303,38,Female,HR,HR,6662,24,3,7.945699054316576,6.783964354470735,9,4,No
304,54,Male,Engineer,IT,7630,4,3,12.519660135150627,41.15818293559855,7,3,No
305,30,Male,Engineer,HR,4430,0,1,11.031306068867071,50.0,5,5,Yes
306,50,Male,Manager,Engineering,7991,17,2,11.949718695369548,11.145809733542762,4,1,No
307,47,Male,Sales,Engineering,8067,2,0,5.640624718540959,9.060382542669892,6,3,No
308,56,Male,Manager,Support,11838,13,3,13.664688966130656,28.354507364863444,3,3,No
309,46,Female,Manager,Support,5038,1,2,14.200346205224928,15.301165176434363,7,4,No
310,45,Male,Engineer,Engineering,7133,14,1,1.9723382161431413,43.962580148060994,4,5,Yes
311,34,Male,Manager,IT,8351,9,0,8.872648771936591,19.50058484355762,8,4,No
312,28,Male,Sales,Support,5215,1,3,8.442111525625386,12.619848902018159,6,4,No
313,57,Female,Engineer,HR,6356,7,2,14.979012967768986,48.259524650696946,9,1,Yes
314,41,Male,Sales,Engineering,3102,26,4,13.330061204987441,6.450507066258111,8,4,No
315,22,Male,Technician,Sales,11336,1,2,9.523916611286085,43.539985307531865,7,4,No
316,29,Male,Manager,IT,11946,7,1,13.050626194799918,14.05165289885314,7,2,No
